JobIDRaw|UID|JobName|Partition|ReqNodes|ReqCPUS|Submit|Start|End|ElapsedRaw|TimelimitRaw|State
1855138|50109.0|sphere.slrm|tornado|4|4|2022-04-08T14:22:36|2022-04-08T14:57:35|2022-04-08T15:02:02|267|20160|COMPLETED
1855141|50109.0|sphere.slrm|tornado|4|4|2022-04-08T14:22:49|2022-04-08T15:01:05|2022-04-08T15:05:53|288|20160|COMPLETED
1855142|50109.0|sphere.slrm|tornado|4|4|2022-04-08T14:22:56|2022-04-08T15:01:25|2022-04-08T15:05:59|274|20160|COMPLETED
1855146|50109.0|sphere.slrm|tornado|4|4|2022-04-08T14:23:02|2022-04-08T15:02:05|2022-04-08T15:05:54|229|20160|COMPLETED
1855147|50109.0|sphere.slrm|tornado|4|4|2022-04-08T14:23:07|2022-04-08T15:03:40|2022-04-08T15:05:50|130|20160|COMPLETED
1855153|50109.0|sphere.slrm|tornado|4|4|2022-04-08T14:23:38|2022-04-08T15:03:40|2022-04-08T15:05:59|139|20160|COMPLETED
1855162|50109.0|sphere.slrm|tornado|4|4|2022-04-08T14:23:45|2022-04-08T15:03:40|2022-04-08T15:05:59|139|20160|COMPLETED
1855178|50109.0|sphere.slrm|tornado|4|4|2022-04-08T14:23:53|2022-04-08T15:03:40|2022-04-08T15:05:59|139|20160|COMPLETED
1855184|50109.0|sphere.slrm|tornado|4|4|2022-04-08T14:23:59|2022-04-08T15:03:40|2022-04-08T15:05:59|139|20160|COMPLETED
1855191|50109.0|sphere.slrm|tornado|4|4|2022-04-08T14:24:05|2022-04-08T15:04:10|2022-04-08T15:05:30|80|20160|COMPLETED
1855197|50109.0|sphere.slrm|tornado|4|4|2022-04-08T14:24:11|2022-04-08T15:04:10|2022-04-08T15:05:29|79|20160|COMPLETED
1855199|50109.0|sphere.slrm|tornado|4|4|2022-04-08T14:24:17|2022-04-08T15:04:50|2022-04-08T15:06:10|80|20160|COMPLETED
1855200|50109.0|sphere.slrm|tornado|4|4|2022-04-08T14:24:23|2022-04-08T15:05:40|2022-04-08T15:06:58|78|20160|COMPLETED
1855202|50109.0|sphere.slrm|tornado|4|4|2022-04-08T14:24:29|2022-04-08T15:06:10|2022-04-08T15:07:30|80|20160|COMPLETED
1855729|50109.0|sphere.slrm|tornado|4|4|2022-04-08T15:14:00|2022-04-08T15:14:01|2022-04-08T15:17:23|202|20160|COMPLETED
1855730|50109.0|sphere.slrm|tornado|4|4|2022-04-08T15:14:02|2022-04-08T15:14:04|2022-04-08T15:17:19|195|20160|COMPLETED
1855731|50109.0|sphere.slrm|tornado|4|4|2022-04-08T15:14:05|2022-04-08T15:14:07|2022-04-08T15:17:20|193|20160|COMPLETED
1855732|50109.0|sphere.slrm|tornado|4|4|2022-04-08T15:14:07|2022-04-08T15:14:07|2022-04-08T15:17:21|194|20160|COMPLETED
1855733|50109.0|sphere.slrm|tornado|4|4|2022-04-08T15:14:09|2022-04-08T15:14:10|2022-04-08T15:17:22|192|20160|COMPLETED
1855734|50109.0|sphere.slrm|tornado|4|4|2022-04-08T15:14:11|2022-04-08T15:14:13|2022-04-08T15:17:30|197|20160|COMPLETED
1855735|50109.0|sphere.slrm|tornado|4|4|2022-04-08T15:14:14|2022-04-08T15:14:16|2022-04-08T15:17:31|195|20160|COMPLETED
1855736|50109.0|sphere.slrm|tornado|4|4|2022-04-08T15:14:16|2022-04-08T15:14:58|2022-04-08T15:17:33|155|20160|COMPLETED
1855737|50109.0|sphere.slrm|tornado|4|4|2022-04-08T15:14:23|2022-04-08T15:17:25|2022-04-08T15:23:28|363|20160|COMPLETED
1855738|50109.0|sphere.slrm|tornado|4|4|2022-04-08T15:14:25|2022-04-08T15:17:25|2022-04-08T15:23:28|363|20160|COMPLETED
1855739|50109.0|sphere.slrm|tornado|4|4|2022-04-08T15:14:28|2022-04-08T15:17:25|2022-04-08T15:23:33|368|20160|COMPLETED
1855740|50109.0|sphere.slrm|tornado|4|4|2022-04-08T15:14:30|2022-04-08T15:17:25|2022-04-08T15:23:39|374|20160|COMPLETED
1855741|50109.0|sphere.slrm|tornado|4|4|2022-04-08T15:14:32|2022-04-08T15:17:38|2022-04-08T15:23:36|358|20160|COMPLETED
1855742|50109.0|sphere.slrm|tornado|4|4|2022-04-08T15:14:34|2022-04-08T15:17:38|2022-04-08T15:23:40|362|20160|COMPLETED
1855743|50109.0|sphere.slrm|tornado|4|4|2022-04-08T15:14:36|2022-04-08T15:17:38|2022-04-08T15:23:42|364|20160|COMPLETED
1855744|50109.0|sphere.slrm|tornado|4|4|2022-04-08T15:14:38|2022-04-08T15:23:41|2022-04-08T15:27:44|243|20160|COMPLETED
1855745|50109.0|sphere.slrm|tornado|4|4|2022-04-08T15:14:42|2022-04-08T15:23:41|2022-04-08T15:27:56|255|20160|COMPLETED
1855746|50109.0|sphere.slrm|tornado|4|4|2022-04-08T15:14:44|2022-04-08T15:23:41|2022-04-08T15:27:59|258|20160|COMPLETED
1855747|50109.0|sphere.slrm|tornado|4|4|2022-04-08T15:14:47|2022-04-08T15:23:41|2022-04-08T15:28:04|263|20160|COMPLETED
1855748|50109.0|sphere.slrm|tornado|4|4|2022-04-08T15:14:49|2022-04-08T15:23:56|2022-04-08T15:28:17|261|20160|COMPLETED
1855749|50109.0|sphere.slrm|tornado|4|4|2022-04-08T15:14:52|2022-04-08T15:25:13|2022-04-08T15:28:15|182|20160|COMPLETED
1855750|50109.0|sphere.slrm|tornado|4|4|2022-04-08T15:14:55|2022-04-08T15:25:13|2022-04-08T15:28:15|182|20160|COMPLETED
1855752|50109.0|sphere.slrm|tornado|4|4|2022-04-08T15:14:57|2022-04-08T15:27:53|2022-04-08T15:32:43|290|20160|COMPLETED
1855753|50109.0|sphere.slrm|tornado|4|4|2022-04-08T15:14:59|2022-04-08T15:27:59|2022-04-08T15:32:48|289|20160|COMPLETED
1864255|50109.0|sphere.slrm|tornado|4|4|2022-04-12T12:20:10|2022-04-12T12:51:44|2022-04-12T14:55:52|7448|20160|COMPLETED
1864258|50109.0|sphere.slrm|tornado|4|4|2022-04-12T12:21:12|2022-04-12T12:51:44|2022-04-12T14:55:53|7449|20160|COMPLETED
1864842|50109.0|sphere.slrm|tornado|4|4|2022-04-12T15:01:48|2022-04-12T15:04:12|2022-04-19T16:21:41|609449|20160|COMPLETED
1864843|50109.0|sphere.slrm|tornado|4|4|2022-04-12T15:01:55|2022-04-12T15:04:42|2022-04-14T14:06:10|169288|20160|COMPLETED
1894373|50109.0|sphere.slrm|tornado|4|4|2022-04-20T00:16:30|2022-04-20T10:51:48|2022-04-25T12:42:09|438621|20160|COMPLETED
1919465|50109.0|sphere.slrm|tornado|4|4|2022-04-27T15:27:21|2022-04-27T15:27:21|2022-04-27T15:37:15|594|20160|COMPLETED
1919504|50109.0|sphere.slrm|tornado|4|4|2022-04-27T16:00:17|2022-04-27T16:00:30|2022-04-27T16:07:38|428|20160|COMPLETED
1919547|50109.0|sphere.slrm|tornado|4|4|2022-04-27T16:22:12|2022-04-27T16:22:13|2022-04-27T16:28:43|390|20160|COMPLETED
1920252|50109.0|sphere.slrm|tornado|4|4|2022-04-27T18:19:08|2022-04-27T18:19:09|2022-04-29T10:53:54|146085|20160|COMPLETED
1920255|50109.0|sphere.slrm|tornado|4|4|2022-04-27T18:26:38|2022-04-27T18:26:41|2022-04-29T10:54:11|145650|20160|COMPLETED
1920256|50109.0|sphere.slrm|tornado|4|4|2022-04-27T18:26:51|2022-04-27T18:26:52|2022-04-29T10:53:45|145613|20160|COMPLETED
1920257|50109.0|sphere.slrm|tornado|4|4|2022-04-27T18:27:23|2022-04-27T18:27:23|2022-04-29T10:53:41|145578|20160|COMPLETED
1920258|50109.0|sphere.slrm|tornado|4|4|2022-04-27T18:27:48|2022-04-27T19:04:38|2022-04-29T10:53:20|143322|20160|COMPLETED
1920259|50109.0|sphere.slrm|tornado|4|4|2022-04-27T18:28:15|2022-04-27T19:05:58|2022-04-29T10:53:23|143245|20160|COMPLETED
1920260|50109.0|sphere.slrm|tornado|4|4|2022-04-27T18:28:38|2022-04-27T19:06:58|2022-04-29T10:53:38|143200|20160|COMPLETED
1924027|50109.0|sphere.slrm|tornado|4|4|2022-04-29T15:06:35|2022-04-29T15:06:35|2022-04-29T15:10:37|242|20160|COMPLETED
1924035|50109.0|sphere.slrm|tornado|4|4|2022-04-29T15:15:26|2022-04-29T15:15:27|2022-05-04T08:53:50|409103|20160|COMPLETED
1924037|50109.0|sphere.slrm|tornado|4|4|2022-04-29T15:16:39|2022-04-29T15:16:39|2022-05-04T08:53:50|409031|20160|COMPLETED
1924038|50109.0|sphere.slrm|tornado|4|4|2022-04-29T15:17:03|2022-04-29T15:17:04|2022-05-04T08:53:49|409005|20160|COMPLETED
1924039|50109.0|sphere.slrm|tornado|4|4|2022-04-29T15:17:11|2022-04-29T15:17:11|2022-05-04T08:53:47|408996|20160|COMPLETED
1924041|50109.0|sphere.slrm|tornado|4|4|2022-04-29T15:17:18|2022-04-29T15:17:20|2022-05-04T08:53:40|408980|20160|COMPLETED
1924043|50109.0|sphere.slrm|tornado|4|4|2022-04-29T15:21:21|2022-04-29T15:21:21|2022-05-04T09:00:50|409169|20160|COMPLETED
1924044|50109.0|sphere.slrm|tornado|4|4|2022-04-29T15:21:38|2022-04-29T15:21:38|2022-05-04T08:54:12|408754|20160|COMPLETED
1930325|50109.0|sphere.slrm|tornado|4|4|2022-05-04T17:15:25|2022-05-04T17:15:26|2022-05-05T15:33:41|80295|20160|COMPLETED
1930326|50109.0|sphere.slrm|tornado|4|4|2022-05-04T17:16:33|2022-05-04T17:16:33|2022-05-05T15:33:21|80208|20160|COMPLETED
1930327|50109.0|sphere.slrm|tornado|4|4|2022-05-04T17:17:09|2022-05-04T17:17:10|2022-05-05T15:33:37|80187|20160|COMPLETED
1930376|50109.0|sphere.slrm|tornado|4|4|2022-05-04T18:16:45|2022-05-04T18:16:45|2022-05-05T15:34:55|76690|20160|COMPLETED
1930377|50109.0|sphere.slrm|tornado|4|4|2022-05-04T18:17:28|2022-05-04T18:17:28|2022-05-05T15:33:30|76562|20160|COMPLETED
1931142|50109.0|sphere.slrm|tornado|4|4|2022-05-04T22:17:12|2022-05-04T22:17:13|2022-05-05T15:33:20|62167|20160|COMPLETED
1931551|50109.0|sphere.slrm|tornado|4|4|2022-05-05T09:13:50|2022-05-05T09:13:51|2022-05-05T15:33:31|22780|20160|COMPLETED
1932738|50109.0|sphere.slrm|tornado|4|4|2022-05-05T15:35:58|2022-05-05T15:35:59|2022-05-10T09:22:12|409573|20160|COMPLETED
1933525|50109.0|sphere.slrm|tornado|4|4|2022-05-05T18:33:31|2022-05-05T18:33:32|2022-05-10T09:20:47|398835|20160|COMPLETED
1935982|50109.0|sphere.slrm|tornado|4|4|2022-05-06T12:26:30|2022-05-06T12:26:30|2022-05-10T09:19:44|334394|20160|COMPLETED
1935983|50109.0|sphere.slrm|tornado|4|4|2022-05-06T12:26:40|2022-05-06T12:26:41|2022-05-10T09:21:18|334477|20160|COMPLETED
1935984|50109.0|sphere.slrm|tornado|4|4|2022-05-06T12:26:50|2022-05-06T12:26:51|2022-05-09T09:34:12|248841|20160|NODE_FAIL
1935985|50109.0|sphere.slrm|tornado|4|4|2022-05-06T12:27:01|2022-05-06T12:27:01|2022-05-10T09:23:57|334616|20160|COMPLETED
1935986|50109.0|sphere.slrm|tornado|4|4|2022-05-06T12:27:11|2022-05-06T12:27:12|2022-05-10T09:23:56|334604|20160|COMPLETED
1941880|50109.0|sphere.slrm|tornado|4|4|2022-05-11T14:36:33|2022-05-11T14:36:34|2022-05-23T14:42:58|1037184|20160|COMPLETED
1941890|50109.0|sphere.slrm|tornado|10|10|2022-05-11T14:40:25|2022-05-11T14:40:25|2022-05-11T23:03:22|30177|20160|COMPLETED
1942430|50109.0|sphere.slrm|tornado|10|10|2022-05-12T11:36:34|2022-05-12T11:36:35|2022-05-13T14:11:52|95717|20160|COMPLETED
1942431|50109.0|sphere.slrm|tornado|10|10|2022-05-12T11:37:02|2022-05-12T11:37:02|2022-05-13T14:12:17|95715|20160|COMPLETED
1942433|50109.0|sphere.slrm|tornado|10|10|2022-05-12T11:37:45|2022-05-12T11:37:45|2022-05-13T14:12:23|95678|20160|COMPLETED
1942766|50109.0|sphere.slrm|tornado|4|4|2022-05-13T02:13:02|2022-05-13T02:13:02|2022-05-13T02:22:04|542|20160|COMPLETED
1945841|50109.0|sphere.slrm|tornado|10|10|2022-05-16T15:58:11|2022-05-16T15:58:12|2022-05-16T23:07:10|25738|20160|COMPLETED
1945842|50109.0|sphere.slrm|tornado|10|10|2022-05-16T15:58:14|2022-05-16T15:58:15|2022-05-16T23:07:19|25744|20160|COMPLETED
1945843|50109.0|sphere.slrm|tornado|10|10|2022-05-16T15:58:20|2022-05-16T15:58:21|2022-05-16T23:07:13|25732|20160|COMPLETED
1946283|50109.0|sphere.slrm|tornado|10|10|2022-05-17T14:37:36|2022-05-17T14:37:37|2022-05-17T17:55:20|11863|20160|COMPLETED
1946284|50109.0|sphere.slrm|tornado|10|10|2022-05-17T14:37:40|2022-05-17T14:37:41|2022-05-17T17:55:20|11859|20160|COMPLETED
1946285|50109.0|sphere.slrm|tornado|10|10|2022-05-17T14:37:44|2022-05-17T14:37:45|2022-05-17T17:55:00|11835|20160|COMPLETED
1947712|50109.0|sphere.slrm|tornado|10|10|2022-05-17T23:42:20|2022-05-17T23:42:21|2022-05-18T13:59:44|51443|20160|COMPLETED
1947713|50109.0|sphere.slrm|tornado|10|10|2022-05-17T23:42:27|2022-05-17T23:42:30|2022-05-18T14:00:07|51457|20160|COMPLETED
1947714|50109.0|sphere.slrm|tornado|10|10|2022-05-17T23:42:31|2022-05-17T23:42:33|2022-05-18T13:59:53|51440|20160|COMPLETED
1948111|50109.0|sphere.slrm|tornado|10|10|2022-05-18T14:02:05|2022-05-18T14:02:06|2022-05-25T23:32:09|639003|20160|COMPLETED
1949761|50109.0|sphere.slrm|tornado|10|10|2022-05-19T14:39:48|2022-05-19T14:48:32|2022-05-20T18:15:39|98827|20160|FAILED
1949763|50109.0|sphere.slrm|tornado|10|10|2022-05-19T14:40:03|2022-05-19T17:07:22|2022-05-24T21:26:00|447518|20160|NODE_FAIL
1950331|50109.0|sphere.slrm|tornado|10|10|2022-05-19T18:45:54|2022-05-19T18:45:55|2022-05-25T23:32:24|535589|20160|COMPLETED
1953556|50109.0|sphere.slrm|tornado|10|10|2022-05-23T14:43:24|2022-05-23T15:08:28|2022-05-25T23:32:23|203035|20160|COMPLETED
1955048|50109.0|sphere.slrm|tornado|4|4|2022-05-24T12:31:11|2022-05-24T12:31:12|2022-05-25T23:42:30|126678|20160|COMPLETED
1961895|50109.0|sphere.slrm|tornado|10|10|2022-05-27T13:16:06|2022-05-27T13:16:06|2022-06-09T12:30:05|1120439|20160|COMPLETED
1961896|50109.0|sphere.slrm|tornado|10|10|2022-05-27T13:16:10|2022-05-27T13:16:11|2022-06-09T12:30:08|1120437|20160|COMPLETED
1961897|50109.0|sphere.slrm|tornado|10|10|2022-05-27T13:16:15|2022-05-27T13:16:17|2022-06-09T12:30:17|1120440|20160|COMPLETED
1961898|50109.0|sphere.slrm|tornado|10|10|2022-05-27T13:16:18|2022-05-27T13:16:20|2022-06-09T12:29:59|1120419|20160|COMPLETED
1961902|50109.0|sphere.slrm|tornado|4|4|2022-05-27T13:17:33|2022-05-27T13:17:33|2022-05-31T13:40:33|346980|20160|COMPLETED
1969512|50109.0|sphere.slrm|tornado|4|4|2022-05-31T13:43:51|2022-05-31T13:43:51|2022-06-02T09:35:31|157900|20160|NODE_FAIL
1969513|50109.0|sphere.slrm|tornado|4|4|2022-05-31T13:43:55|2022-05-31T13:43:55|2022-05-31T13:47:20|205|20160|COMPLETED
1981347|50109.0|sphere.slrm|tornado|4|4|2022-06-03T17:57:52|2022-06-03T17:57:53|2022-06-17T17:58:19|1209626|20160|TIMEOUT
1981348|50109.0|sphere.slrm|tornado|4|4|2022-06-03T17:57:58|2022-06-03T17:57:59|2022-06-17T17:58:19|1209620|20160|TIMEOUT
1981514|50109.0|sphere.slrm|tornado|4|4|2022-06-04T13:58:15|2022-06-04T13:58:16|2022-06-06T12:45:43|168447|20160|COMPLETED
1981515|50109.0|sphere.slrm|tornado|10|10|2022-06-04T13:58:33|2022-06-04T13:58:34|2022-06-12T13:07:08|688114|20160|COMPLETED
1995377|50109.0|sphere.slrm|tornado|10|10|2022-06-09T13:34:33|2022-06-09T13:34:33|2022-06-12T13:06:19|257506|20160|COMPLETED
1995378|50109.0|sphere.slrm|tornado|10|10|2022-06-09T13:34:36|2022-06-09T13:34:36|2022-06-12T13:06:34|257518|20160|COMPLETED
1995379|50109.0|sphere.slrm|tornado|10|10|2022-06-09T13:34:39|2022-06-09T13:34:40|2022-06-09T14:15:24|2444|20160|NODE_FAIL
1995380|50109.0|sphere.slrm|tornado|10|10|2022-06-09T13:34:42|2022-06-09T13:34:43|2022-06-12T13:06:53|257530|20160|COMPLETED
2001737|50109.0|sphere.slrm|tornado|10|10|2022-06-14T01:56:03|2022-06-14T01:56:04|2022-06-21T13:35:14|646750|20160|COMPLETED
2001738|50109.0|sphere.slrm|tornado|10|10|2022-06-14T01:56:07|2022-06-14T01:56:08|2022-06-21T13:34:50|646722|20160|COMPLETED
2001739|50109.0|sphere.slrm|tornado|10|10|2022-06-14T01:56:10|2022-06-14T01:56:11|2022-06-21T13:35:00|646729|20160|COMPLETED
2001740|50109.0|sphere.slrm|tornado|10|10|2022-06-14T01:56:13|2022-06-14T01:56:14|2022-06-21T13:35:45|646771|20160|COMPLETED
2001741|50109.0|sphere.slrm|tornado|10|10|2022-06-14T01:56:16|2022-06-14T01:56:17|2022-06-21T13:35:36|646759|20160|COMPLETED
2031598|50109.0|sphere.slrm|tornado|4|4|2022-06-19T11:51:57|2022-06-20T12:24:49|2022-07-01T13:20:42|953753|20160|COMPLETED
2031599|50109.0|sphere.slrm|tornado|4|4|2022-06-19T11:52:06|2022-06-20T12:24:49|2022-07-01T13:20:20|953731|20160|COMPLETED
2061372|50109.0|sphere.slrm|tornado|10|10|2022-06-27T14:09:53|2022-06-27T14:09:53|2022-07-08T14:50:45|952852|20160|COMPLETED
2061373|50109.0|sphere.slrm|tornado|10|10|2022-06-27T14:09:57|2022-06-27T14:09:58|2022-06-30T01:49:54|214796|20160|FAILED
2061374|50109.0|sphere.slrm|tornado|10|10|2022-06-27T14:10:00|2022-06-27T14:10:03|2022-07-08T14:50:27|952824|20160|COMPLETED
2061375|50109.0|sphere.slrm|tornado|10|10|2022-06-27T14:10:02|2022-06-27T14:10:03|2022-07-08T14:50:59|952856|20160|COMPLETED
2061376|50109.0|sphere.slrm|tornado|10|10|2022-06-27T14:10:04|2022-06-27T14:10:06|2022-07-08T14:50:41|952835|20160|COMPLETED
2067376|50109.0|sphere.slrm|tornado|10|10|2022-07-01T13:18:38|2022-07-01T15:33:00|2022-07-07T02:00:45|469665|20160|NODE_FAIL
2067428|50109.0|sphere.slrm|tornado|4|4|2022-07-01T13:24:43|2022-07-01T15:33:00|2022-07-08T14:58:35|602735|20160|COMPLETED
2067429|50109.0|sphere.slrm|tornado|4|4|2022-07-01T13:24:54|2022-07-01T15:33:00|2022-07-08T14:58:20|602720|20160|COMPLETED
2067441|50109.0|sphere.slrm|tornado|4|4|2022-07-01T13:26:21|2022-07-01T15:34:30|2022-07-08T14:58:28|602638|20160|COMPLETED
2083879|50109.0|sphere.slrm|tornado|10|10|2022-07-08T14:54:15|2022-07-08T15:05:09|2022-07-10T12:40:37|164128|20160|NODE_FAIL
2083880|50109.0|sphere.slrm|tornado|10|10|2022-07-08T14:54:17|2022-07-08T15:07:41|2022-07-13T10:07:12|413971|20160|COMPLETED
2083881|50109.0|sphere.slrm|tornado|10|10|2022-07-08T14:54:20|2022-07-08T15:19:04|2022-07-13T10:07:45|413321|20160|COMPLETED
2083882|50109.0|sphere.slrm|tornado|10|10|2022-07-08T14:54:22|2022-07-08T16:04:43|2022-07-13T10:08:40|410637|20160|COMPLETED
2083883|50109.0|sphere.slrm|tornado|10|10|2022-07-08T14:54:24|2022-07-08T16:21:22|2022-07-13T10:07:51|409589|20160|COMPLETED
2083887|50109.0|sphere.slrm|tornado|4|4|2022-07-08T15:01:47|2022-07-08T21:46:56|2022-07-19T14:29:22|924146|20160|COMPLETED
2083888|50109.0|sphere.slrm|tornado|4|4|2022-07-08T15:02:02|2022-07-08T21:54:28|2022-07-19T14:30:48|923780|20160|COMPLETED
2083889|50109.0|sphere.slrm|tornado|4|4|2022-07-08T15:02:05|2022-07-08T22:32:07|2022-07-19T14:28:00|921353|20160|COMPLETED
2083890|50109.0|sphere.slrm|tornado|4|4|2022-07-08T15:02:06|2022-07-08T15:02:27|2022-07-08T15:02:27|0|20160|CANCELLED by 50109
2085883|50109.0|sphere.slrm|tornado|10|10|2022-07-11T10:05:48|2022-07-11T10:05:49|2022-07-13T10:07:33|172904|20160|COMPLETED
2089705|50109.0|sphere.slrm|tornado|10|10|2022-07-14T15:43:51|2022-07-14T15:43:51|2022-07-22T19:34:27|705036|20160|COMPLETED
2089706|50109.0|sphere.slrm|tornado|10|10|2022-07-14T15:43:53|2022-07-14T15:43:57|2022-07-22T19:34:06|705009|20160|COMPLETED
2089707|50109.0|sphere.slrm|tornado|10|10|2022-07-14T15:43:55|2022-07-14T15:43:57|2022-07-22T19:34:35|705038|20160|COMPLETED
2089709|50109.0|sphere.slrm|tornado|10|10|2022-07-14T15:43:58|2022-07-14T15:44:00|2022-07-22T19:34:22|705022|20160|COMPLETED
2089710|50109.0|sphere.slrm|tornado|10|10|2022-07-14T15:44:00|2022-07-14T15:44:03|2022-07-22T19:34:31|705028|20160|COMPLETED
2096875|50109.0|sphere.slrm|tornado|4|4|2022-07-19T14:32:28|2022-07-19T14:32:29|2022-07-22T19:33:40|277271|20160|COMPLETED
2096876|50109.0|sphere.slrm|tornado|4|4|2022-07-19T14:32:32|2022-07-19T14:32:33|2022-07-22T19:33:42|277269|20160|COMPLETED
2096877|50109.0|sphere.slrm|tornado|4|4|2022-07-19T14:32:46|2022-07-19T14:32:47|2022-07-22T19:34:10|277283|20160|COMPLETED
2100789|50109.0|sphere.slrm|tornado|10|10|2022-07-22T19:36:08|2022-07-22T19:36:08|2022-07-27T10:52:01|400553|20160|COMPLETED
2100790|50109.0|sphere.slrm|tornado|10|10|2022-07-22T19:36:10|2022-07-22T19:36:11|2022-07-27T10:52:00|400549|20160|COMPLETED
2100791|50109.0|sphere.slrm|tornado|10|10|2022-07-22T19:36:13|2022-07-22T19:36:14|2022-07-27T10:51:54|400540|20160|COMPLETED
2100792|50109.0|sphere.slrm|tornado|10|10|2022-07-22T19:36:15|2022-07-22T19:36:17|2022-07-26T20:21:44|348327|20160|NODE_FAIL
2100793|50109.0|sphere.slrm|tornado|10|10|2022-07-22T19:36:18|2022-07-22T19:36:20|2022-07-25T15:46:00|245380|20160|FAILED
2100794|50109.0|sphere.slrm|tornado|4|4|2022-07-22T19:36:27|2022-07-22T19:36:28|2022-07-28T10:12:50|484582|20160|COMPLETED
2100795|50109.0|sphere.slrm|tornado|4|4|2022-07-22T19:36:31|2022-07-22T19:36:32|2022-07-28T10:13:01|484589|20160|COMPLETED
2100796|50109.0|sphere.slrm|tornado|4|4|2022-07-22T19:36:35|2022-07-22T19:36:36|2022-07-28T10:12:28|484552|20160|COMPLETED
2106473|50109.0|sphere.slrm|tornado|10|10|2022-07-28T10:10:12|2022-07-28T10:10:13|2022-08-08T13:47:50|963457|20160|COMPLETED
2106474|50109.0|sphere.slrm|tornado|10|10|2022-07-28T10:10:16|2022-07-28T10:10:17|2022-08-01T14:33:28|361391|20160|NODE_FAIL
2106475|50109.0|sphere.slrm|tornado|10|10|2022-07-28T10:10:20|2022-07-28T10:10:20|2022-08-01T21:00:21|384601|20160|FAILED
2106477|50109.0|sphere.slrm|tornado|4|4|2022-07-28T10:13:05|2022-07-28T10:13:06|2022-08-08T13:47:31|963265|20160|COMPLETED
2106478|50109.0|sphere.slrm|tornado|4|4|2022-07-28T10:13:24|2022-07-28T10:13:25|2022-08-08T13:47:06|963221|20160|COMPLETED
2106479|50109.0|sphere.slrm|tornado|4|4|2022-07-28T10:13:39|2022-07-28T10:13:40|2022-08-08T13:47:36|963236|20160|COMPLETED
2110758|50109.0|sphere.slrm|tornado|10|10|2022-08-02T12:34:03|2022-08-02T12:34:04|2022-08-08T13:47:59|522835|20160|COMPLETED
2110759|50109.0|sphere.slrm|tornado|10|10|2022-08-02T12:34:32|2022-08-02T12:34:33|2022-08-03T09:17:38|74585|20160|FAILED
2142128|50109.0|sphere.slrm|tornado|10|10|2022-08-08T14:18:49|2022-08-08T14:19:15|2022-08-10T06:09:33|143418|20160|NODE_FAIL
2142129|50109.0|sphere.slrm|tornado|10|10|2022-08-08T14:18:54|2022-08-08T14:19:15|2022-08-10T14:25:54|173199|20160|COMPLETED
2142130|50109.0|sphere.slrm|tornado|10|10|2022-08-08T14:18:59|2022-08-08T14:19:15|2022-08-10T14:25:37|173182|20160|COMPLETED
2142134|50109.0|sphere.slrm|tornado|10|10|2022-08-08T14:19:03|2022-08-08T14:19:15|2022-08-10T14:25:53|173198|20160|COMPLETED
2142135|50109.0|sphere.slrm|tornado|10|10|2022-08-08T14:19:07|2022-08-08T14:19:15|2022-08-09T11:28:40|76165|20160|FAILED
2152097|50109.0|sphere.slrm|tornado|10|10|2022-08-09T14:21:57|2022-08-09T14:21:58|2022-08-10T14:25:27|86609|20160|COMPLETED
2347886|50109.0|sphere.slrm|tornado|4|4|2022-09-15T18:57:29|2022-09-15T18:57:29|2022-09-28T17:32:58|1118129|20160|COMPLETED
2357625|50109.0|sphere.slrm|tornado|4|4|2022-09-19T15:48:39|2022-09-19T15:48:39|2022-09-28T17:33:26|783887|20160|COMPLETED
2391134|50109.0|sphere.slrm|tornado|4|4|2022-09-28T17:49:33|2022-09-28T17:49:34|2022-09-29T02:23:59|30865|20160|COMPLETED
2398123|50109.0|sphere.slrm|tornado|4|4|2022-09-29T17:43:50|2022-09-29T17:43:53|2022-10-07T16:59:36|688543|20160|COMPLETED
2666052|50109.0|sphere.slrm|tornado|10|10|2023-01-20T13:55:24|2023-01-20T13:55:24|2023-01-27T15:08:56|609212|20160|COMPLETED
2666136|50109.0|sphere.slrm|tornado|10|10|2023-01-20T14:23:41|2023-01-20T14:23:41|2023-01-27T15:08:09|607468|20160|COMPLETED
2666235|50109.0|sphere.slrm|tornado|4|4|2023-01-20T17:33:15|2023-01-20T17:44:32|2023-01-20T17:48:31|239|20160|NODE_FAIL
2666237|50109.0|sphere.slrm|tornado|10|10|2023-01-20T17:35:40|2023-01-20T17:44:32|2023-01-20T17:48:31|239|20160|NODE_FAIL
2666239|50109.0|sphere.slrm|tornado|10|10|2023-01-20T17:39:11|2023-01-20T17:44:32|2023-01-20T17:51:51|439|20160|NODE_FAIL
2668254|50109.0|sphere.slrm|tornado|4|4|2023-01-21T12:39:35|2023-01-21T12:39:35|2023-01-25T19:51:59|371544|20160|NODE_FAIL
2668255|50109.0|sphere.slrm|tornado|10|10|2023-01-21T12:40:08|2023-01-21T12:40:09|2023-01-27T15:08:11|527282|20160|COMPLETED
2668256|50109.0|sphere.slrm|tornado|10|10|2023-01-21T12:42:05|2023-01-21T12:42:06|2023-01-27T15:08:40|527194|20160|COMPLETED
2678656|50109.0|sphere.slrm|tornado|4|4|2023-01-27T15:08:01|2023-01-27T15:08:01|2023-02-07T18:00:55|960774|20160|COMPLETED
2678664|50109.0|sphere.slrm|tornado|10|10|2023-01-27T15:18:19|2023-01-27T15:18:19|2023-02-07T18:00:27|960128|20160|COMPLETED
