JobIDRaw|UID|GID|JobName|Partition|ReqNodes|ReqCPUS|AllocNodes|AllocCPUS|NodeList|Timelimit|Submit|Reserved|Start|End|Elapsed|CPUTimeRAW|ElapsedRaw|TimelimitRaw|Priority|State|Unnamed: 21
1623709|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[403,406,584,590]|14-00:00:00|2022-01-31T14:15:28|01:34:59|2022-01-31T15:50:27|2022-02-11T17:19:50|11-01:29:23|214090912|955763|20160|5|COMPLETED|
1625379|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[265-266,347-348]|14-00:00:00|2022-02-01T13:56:46|00:01:01|2022-02-01T13:57:47|2022-02-11T17:22:25|10-03:24:38|196286272|876278|20160|5|COMPLETED|
1633185|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[042,054,072,113]|14-00:00:00|2022-02-07T15:40:07|00:12:48|2022-02-07T15:52:55|2022-02-07T15:57:27|00:04:32|60928|272|20160|5|COMPLETED|
1634706|50109.0|50101|sphere.slrm|tornado|10|10|10|560|n01p[047-052,281-284]|14-00:00:00|2022-02-09T13:56:30|03:40:42|2022-02-09T17:37:12|2022-02-21T15:16:16|11-21:39:04|575872640|1028344|20160|10|COMPLETED|
1636675|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[102-105]|14-00:00:00|2022-02-11T17:47:22|08:13:30|2022-02-12T02:00:52|2022-02-14T15:04:59|2-13:04:07|49245728|219847|20160|5|COMPLETED|
1636676|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[157-160]|14-00:00:00|2022-02-11T17:47:25|08:13:27|2022-02-12T02:00:52|2022-02-18T14:02:57|6-12:02:05|125826400|561725|20160|5|COMPLETED|
1636677|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[374-377]|14-00:00:00|2022-02-11T17:47:36|08:13:16|2022-02-12T02:00:52|2022-02-14T15:05:47|2-13:04:55|49256480|219895|20160|5|COMPLETED|
1636680|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[199-202]|14-00:00:00|2022-02-11T17:47:43|08:13:09|2022-02-12T02:00:52|2022-02-14T15:06:30|2-13:05:38|49266112|219938|20160|5|COMPLETED|
1636681|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[590-593]|14-00:00:00|2022-02-11T17:47:50|08:13:02|2022-02-12T02:00:52|2022-02-14T15:06:47|2-13:05:55|49269920|219955|20160|5|COMPLETED|
1636682|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[072-075]|14-00:00:00|2022-02-11T17:47:56|11:05:58|2022-02-12T04:53:54|2022-02-18T14:03:21|6-09:09:27|123506208|551367|20160|5|COMPLETED|
1636683|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[464-467]|14-00:00:00|2022-02-11T17:48:03|11:05:51|2022-02-12T04:53:54|2022-02-14T15:11:29|2-10:17:35|47007520|209855|20160|5|CANCELLED by 50109|
1636684|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[134-137]|14-00:00:00|2022-02-11T17:48:07|11:05:47|2022-02-12T04:53:54|2022-02-14T15:09:34|2-10:15:40|46981760|209740|20160|5|COMPLETED|
1636685|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[402-405]|14-00:00:00|2022-02-11T17:48:13|11:05:41|2022-02-12T04:53:54|2022-02-14T15:02:57|2-10:09:03|46892832|209343|20160|5|COMPLETED|
1636686|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[054,170-172]|14-00:00:00|2022-02-11T17:48:18|11:05:36|2022-02-12T04:53:54|2022-02-14T15:03:38|2-10:09:44|46902016|209384|20160|5|COMPLETED|
1636689|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[043,507-509]|14-00:00:00|2022-02-11T17:48:34|17:08:54|2022-02-12T10:57:28|2022-02-14T15:03:58|2-04:06:30|42020160|187590|20160|5|COMPLETED|
1636690|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[232-233,327-328]|14-00:00:00|2022-02-11T17:48:39|17:08:49|2022-02-12T10:57:28|2022-02-14T15:04:35|2-04:07:07|42028448|187627|20160|5|COMPLETED|
1637580|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[138-141]|14-00:00:00|2022-02-14T14:58:10|00:00:00|2022-02-14T14:58:10|2022-02-28T00:58:58|13-10:00:48|259671552|1159248|20160|5|COMPLETED|
1637600|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[134-137]|14-00:00:00|2022-02-14T15:13:44|00:00:01|2022-02-14T15:13:45|2022-02-28T00:59:46|13-09:46:01|259472864|1158361|20160|5|COMPLETED|
1637601|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[306-309]|14-00:00:00|2022-02-14T15:13:46|00:00:02|2022-02-14T15:13:48|2022-02-14T23:18:14|08:04:26|6510784|29066|20160|5|FAILED|
1637602|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[374-377]|14-00:00:00|2022-02-14T15:13:48|00:00:03|2022-02-14T15:13:51|2022-02-28T01:00:51|13-09:47:00|259486080|1158420|20160|5|COMPLETED|
1637603|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[379-382]|14-00:00:00|2022-02-14T15:13:50|00:00:01|2022-02-14T15:13:51|2022-02-16T16:12:47|2-00:58:56|39499264|176336|20160|5|NODE_FAIL|
1637604|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[424-427]|14-00:00:00|2022-02-14T15:13:52|00:00:02|2022-02-14T15:13:54|2022-02-15T00:04:59|08:51:05|7137760|31865|20160|5|FAILED|
1637605|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[432-435]|14-00:00:00|2022-02-14T15:13:54|00:00:03|2022-02-14T15:13:57|2022-02-28T01:00:18|13-09:46:21|259477344|1158381|20160|5|COMPLETED|
1637606|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[438-441]|14-00:00:00|2022-02-14T15:13:56|00:00:01|2022-02-14T15:13:57|2022-02-28T01:01:19|13-09:47:22|259491008|1158442|20160|5|COMPLETED|
1637615|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[464-467]|14-00:00:00|2022-02-14T15:31:12|00:00:00|2022-02-14T15:31:12|2022-02-18T14:03:06|3-22:31:54|76230336|340314|20160|5|COMPLETED|
1638795|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[522-525]|14-00:00:00|2022-02-15T14:49:02|00:00:00|2022-02-15T14:49:02|2022-02-15T14:55:09|00:06:07|82208|367|20160|5|CANCELLED by 50109|
1638796|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[163-166]|14-00:00:00|2022-02-15T14:49:21|00:00:00|2022-02-15T14:49:21|2022-02-15T14:55:06|00:05:45|77280|345|20160|5|CANCELLED by 50109|
1638829|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[522-525]|14-00:00:00|2022-02-15T15:02:14|00:00:00|2022-02-15T15:02:14|2022-02-17T08:40:43|1-17:38:29|33579616|149909|20160|5|FAILED|
1638830|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[296-299]|14-00:00:00|2022-02-15T15:02:25|00:00:00|2022-02-15T15:02:25|2022-02-15T17:53:27|02:51:02|2298688|10262|20160|5|FAILED|
1639040|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[296-299]|14-00:00:00|2022-02-15T18:31:26|00:35:46|2022-02-15T19:07:12|2022-02-15T20:13:56|01:06:44|896896|4004|20160|5|FAILED|
1639648|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[366-369]|14-00:00:00|2022-02-16T15:19:50|00:00:01|2022-02-16T15:19:51|2022-02-17T11:25:22|20:05:31|16202144|72331|20160|5|FAILED|
1639736|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[381-382,436-437]|14-00:00:00|2022-02-16T16:48:34|00:00:00|2022-02-16T16:48:34|2022-02-28T01:01:39|11-08:13:05|219516640|979985|20160|5|COMPLETED|
1640681|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[056-059]|14-00:00:00|2022-02-17T13:45:20|04:53:34|2022-02-17T18:38:54|2022-02-28T01:02:12|10-06:23:18|198687552|886998|20160|5|COMPLETED|
1640682|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[468-471]|14-00:00:00|2022-02-17T13:45:23|04:53:31|2022-02-17T18:38:54|2022-02-28T01:02:56|10-06:24:02|198697408|887042|20160|5|COMPLETED|
1642360|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[065-068]|14-00:00:00|2022-02-18T14:11:22|04:29:41|2022-02-18T18:41:03|2022-02-28T01:03:38|9-06:22:35|179324320|800555|20160|5|COMPLETED|
1642361|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[159-160,490-491]|14-00:00:00|2022-02-18T14:11:33|04:32:11|2022-02-18T18:43:44|2022-02-21T14:17:17|2-19:33:33|54479712|243213|20160|5|COMPLETED|
1739590|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[384-387]|14-00:00:00|2022-02-28T01:04:16|00:00:01|2022-02-28T01:04:17|2022-03-14T00:46:10|13-23:41:53|270706912|1208513|20160|5|COMPLETED|
1739591|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[488-491]|14-00:00:00|2022-02-28T01:04:24|00:00:03|2022-02-28T01:04:27|2022-03-08T22:33:25|8-21:28:58|172152512|768538|20160|5|COMPLETED|
1739592|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[605-608]|14-00:00:00|2022-02-28T01:04:31|00:00:00|2022-02-28T01:04:31|2022-03-08T22:33:55|8-21:29:24|172158336|768564|20160|5|COMPLETED|
1739593|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[378-381]|14-00:00:00|2022-02-28T01:04:39|00:00:02|2022-02-28T01:04:41|2022-03-14T00:46:17|13-23:41:36|270703104|1208496|20160|5|COMPLETED|
1749722|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[106-109]|14-00:00:00|2022-03-09T14:49:56|00:00:02|2022-03-09T14:49:58|2022-03-16T02:46:38|6-11:56:40|125753600|561400|20160|5|COMPLETED|
1752471|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[377-380]|14-00:00:00|2022-03-14T00:46:51|00:43:27|2022-03-14T01:30:18|2022-03-14T15:03:01|13:32:43|10922912|48763|20160|5|COMPLETED|
1752472|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[215-218]|14-00:00:00|2022-03-14T00:47:01|00:43:35|2022-03-14T01:30:36|2022-03-14T15:02:04|13:31:28|10906112|48688|20160|5|COMPLETED|
1761980|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[155-158]|14-00:00:00|2022-03-17T17:15:18|04:36:34|2022-03-17T21:51:52|2022-03-17T22:20:45|00:28:53|388192|1733|20160|5|COMPLETED|
1764689|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[315,486,535,590]|14-00:00:00|2022-03-18T00:50:02|01:08:27|2022-03-18T01:58:29|2022-03-18T09:10:54|07:12:25|5811680|25945|20160|5|COMPLETED|
1764953|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[188-191]|14-00:00:00|2022-03-18T09:16:39|00:00:01|2022-03-18T09:16:40|2022-03-18T09:18:49|00:02:09|28896|129|20160|5|COMPLETED|
1764956|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[188-191]|14-00:00:00|2022-03-18T09:20:57|00:00:01|2022-03-18T09:20:58|2022-03-18T09:23:05|00:02:07|28448|127|20160|5|COMPLETED|
1764972|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[071-074]|14-00:00:00|2022-03-18T09:54:12|00:00:00|2022-03-18T09:54:12|2022-03-18T09:55:24|00:01:12|16128|72|20160|5|COMPLETED|
1765050|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[188-191]|14-00:00:00|2022-03-18T10:50:56|00:00:01|2022-03-18T10:50:57|2022-03-18T10:53:30|00:02:33|34272|153|20160|5|COMPLETED|
1765051|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[264-267]|14-00:00:00|2022-03-18T10:51:13|00:00:01|2022-03-18T10:51:14|2022-03-18T10:53:41|00:02:27|32928|147|20160|5|COMPLETED|
1765065|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[188-191]|14-00:00:00|2022-03-18T10:59:43|00:00:01|2022-03-18T10:59:44|2022-03-18T11:02:34|00:02:50|38080|170|20160|5|COMPLETED|
1765066|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[323-326]|14-00:00:00|2022-03-18T10:59:54|00:00:00|2022-03-18T10:59:54|2022-03-18T11:02:24|00:02:30|33600|150|20160|5|COMPLETED|
1765106|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[188-191]|14-00:00:00|2022-03-18T11:25:49|00:00:00|2022-03-18T11:25:49|2022-03-18T11:28:13|00:02:24|32256|144|20160|5|COMPLETED|
1765107|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[264-267]|14-00:00:00|2022-03-18T11:25:59|00:00:00|2022-03-18T11:25:59|2022-03-18T11:28:23|00:02:24|32256|144|20160|5|COMPLETED|
1766529|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[114-117]|14-00:00:00|2022-03-18T14:21:11|00:00:00|2022-03-18T14:21:11|2022-03-18T14:23:46|00:02:35|34720|155|20160|5|COMPLETED|
1766585|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[188-191]|14-00:00:00|2022-03-18T14:21:26|00:00:00|2022-03-18T14:21:26|2022-03-18T14:23:56|00:02:30|33600|150|20160|5|COMPLETED|
1766586|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[114-117]|14-00:00:00|2022-03-18T14:21:33|00:02:28|2022-03-18T14:24:01|2022-03-18T14:26:22|00:02:21|31584|141|20160|5|COMPLETED|
1766589|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[188-191]|14-00:00:00|2022-03-18T14:21:51|00:02:10|2022-03-18T14:24:01|2022-03-18T14:26:49|00:02:48|37632|168|20160|5|COMPLETED|
1766591|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[114-117]|14-00:00:00|2022-03-18T14:22:06|00:04:27|2022-03-18T14:26:33|2022-03-18T14:29:10|00:02:37|35168|157|20160|5|COMPLETED|
1766593|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[188-191]|14-00:00:00|2022-03-18T14:22:15|00:04:46|2022-03-18T14:27:01|2022-03-18T14:29:18|00:02:17|30688|137|20160|5|COMPLETED|
1766594|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[264-267]|14-00:00:00|2022-03-18T14:22:24|00:05:37|2022-03-18T14:28:01|2022-03-18T14:30:30|00:02:29|33376|149|20160|5|COMPLETED|
1766595|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[371-374]|14-00:00:00|2022-03-18T14:22:34|00:05:27|2022-03-18T14:28:01|2022-03-18T14:30:36|00:02:35|34720|155|20160|5|COMPLETED|
1766596|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[384-387]|14-00:00:00|2022-03-18T14:22:41|00:05:20|2022-03-18T14:28:01|2022-03-18T14:31:02|00:03:01|40544|181|20160|5|COMPLETED|
1766800|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[114-117]|14-00:00:00|2022-03-18T15:02:43|00:00:00|2022-03-18T15:02:43|2022-03-18T15:05:51|00:03:08|42112|188|20160|5|COMPLETED|
1766801|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[188-191]|14-00:00:00|2022-03-18T15:02:51|00:00:01|2022-03-18T15:02:52|2022-03-18T15:05:39|00:02:47|37408|167|20160|5|COMPLETED|
1766802|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[264-267]|14-00:00:00|2022-03-18T15:03:02|00:00:02|2022-03-18T15:03:04|2022-03-18T15:05:29|00:02:25|32480|145|20160|5|COMPLETED|
1767166|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[371-374]|14-00:00:00|2022-03-18T16:05:10|00:00:01|2022-03-18T16:05:11|2022-03-18T16:10:16|00:05:05|68320|305|20160|5|COMPLETED|
1767168|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[384-387]|14-00:00:00|2022-03-18T16:05:17|00:00:01|2022-03-18T16:05:18|2022-03-18T16:10:31|00:05:13|70112|313|20160|5|COMPLETED|
1767169|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[392-395]|14-00:00:00|2022-03-18T16:05:29|00:00:00|2022-03-18T16:05:29|2022-03-18T16:10:21|00:04:52|65408|292|20160|5|COMPLETED|
1767170|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[397-400]|14-00:00:00|2022-03-18T16:05:37|00:00:00|2022-03-18T16:05:37|2022-03-18T16:10:27|00:04:50|64960|290|20160|5|COMPLETED|
1767171|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[479-482]|14-00:00:00|2022-03-18T16:05:45|00:00:01|2022-03-18T16:05:46|2022-03-18T16:10:36|00:04:50|64960|290|20160|5|COMPLETED|
1767172|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[371-374]|14-00:00:00|2022-03-18T16:05:51|00:04:42|2022-03-18T16:10:33|2022-03-18T16:20:09|00:09:36|129024|576|20160|8|COMPLETED|
1767173|50109.0|50101|sphere.slrm|tornado|4|4|0|4|None assigned|14-00:00:00|2022-03-18T16:09:37|00:00:18|2022-03-18T16:09:55|2022-03-18T16:09:55|00:00:00|0|0|20160|5|CANCELLED by 50109|
1767806|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[320-321,457-458]|14-00:00:00|2022-03-18T17:30:16|00:22:43|2022-03-18T17:52:59|2022-03-18T17:56:17|00:03:18|44352|198|20160|5|COMPLETED|
1767807|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[124,306,318,373]|14-00:00:00|2022-03-18T17:30:22|00:23:54|2022-03-18T17:54:16|2022-03-18T17:57:14|00:02:58|39872|178|20160|5|COMPLETED|
1767808|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[124,306,318,373]|14-00:00:00|2022-03-18T17:30:30|00:27:10|2022-03-18T17:57:40|2022-03-18T18:00:40|00:03:00|40320|180|20160|5|COMPLETED|
1767813|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[320-321,457-458]|14-00:00:00|2022-03-18T17:36:25|00:21:36|2022-03-18T17:58:01|2022-03-18T18:00:30|00:02:29|33376|149|20160|5|COMPLETED|
1767814|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[373,397,482,587]|14-00:00:00|2022-03-18T17:36:32|00:24:29|2022-03-18T18:01:01|2022-03-18T18:03:26|00:02:25|32480|145|20160|5|COMPLETED|
1767815|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[320-321,457-458]|14-00:00:00|2022-03-18T17:36:47|00:25:14|2022-03-18T18:02:01|2022-03-18T18:04:15|00:02:14|30016|134|20160|5|COMPLETED|
1776993|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[245,504,507,509]|14-00:00:00|2022-03-21T18:24:37|00:43:50|2022-03-21T19:08:27|2022-03-21T22:19:18|03:10:51|2565024|11451|20160|5|COMPLETED|
1782112|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[334,516,519-520]|14-00:00:00|2022-03-22T14:47:16|01:05:07|2022-03-22T15:52:23|2022-03-22T15:58:22|00:05:59|80416|359|20160|5|COMPLETED|
1782280|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[235-238]|14-00:00:00|2022-03-22T16:01:33|04:35:15|2022-03-22T20:36:48|2022-03-22T21:18:31|00:41:43|560672|2503|20160|5|COMPLETED|
1789619|50109.0|50101|sphere.slrm|tornado|4|4|0|4|None assigned|14-00:00:00|2022-03-23T16:13:49|09:56:02|2022-03-24T02:09:51|2022-03-24T02:09:51|00:00:00|0|0|20160|5|CANCELLED by 50109|
1792605|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[125-128]|14-00:00:00|2022-03-24T02:11:11|07:00:08|2022-03-24T09:11:19|2022-03-24T10:21:19|01:10:00|940800|4200|20160|5|COMPLETED|
1792606|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[353-356]|14-00:00:00|2022-03-24T02:11:20|06:59:59|2022-03-24T09:11:19|2022-03-24T10:21:28|01:10:09|942816|4209|20160|5|COMPLETED|
1792607|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[260-263]|14-00:00:00|2022-03-24T02:11:31|07:40:07|2022-03-24T09:51:38|2022-03-24T10:21:18|00:29:40|398720|1780|20160|5|COMPLETED|
1792608|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[387-390]|14-00:00:00|2022-03-24T02:11:40|07:39:58|2022-03-24T09:51:38|2022-03-24T10:19:32|00:27:54|374976|1674|20160|5|COMPLETED|
1792609|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[516-519]|14-00:00:00|2022-03-24T02:11:50|07:39:48|2022-03-24T09:51:38|2022-03-24T10:19:20|00:27:42|372288|1662|20160|5|COMPLETED|
1792610|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[228-231]|14-00:00:00|2022-03-24T02:12:02|07:39:36|2022-03-24T09:51:38|2022-03-24T10:19:06|00:27:28|369152|1648|20160|5|COMPLETED|
1792611|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[571-574]|14-00:00:00|2022-03-24T02:12:10|07:39:28|2022-03-24T09:51:38|2022-03-24T10:19:15|00:27:37|371168|1657|20160|5|COMPLETED|
1792612|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[065-068]|14-00:00:00|2022-03-24T02:12:28|07:39:10|2022-03-24T09:51:38|2022-03-24T10:19:56|00:28:18|380352|1698|20160|5|COMPLETED|
1792613|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[069-072]|14-00:00:00|2022-03-24T02:12:34|07:39:04|2022-03-24T09:51:38|2022-03-24T10:20:04|00:28:26|382144|1706|20160|5|COMPLETED|
1792614|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[585-588]|14-00:00:00|2022-03-24T02:12:41|07:38:57|2022-03-24T09:51:38|2022-03-24T10:21:46|00:30:08|404992|1808|20160|5|COMPLETED|
1792615|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[589-592]|14-00:00:00|2022-03-24T02:12:47|07:38:51|2022-03-24T09:51:38|2022-03-24T10:20:18|00:28:40|385280|1720|20160|5|COMPLETED|
1792616|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[228-231]|14-00:00:00|2022-03-24T02:12:55|08:06:14|2022-03-24T10:19:09|2022-03-24T10:33:18|00:14:09|190176|849|20160|5|COMPLETED|
1792617|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[049-051,119]|14-00:00:00|2022-03-24T02:13:01|07:38:37|2022-03-24T09:51:38|2022-03-24T10:20:36|00:28:58|389312|1738|20160|5|COMPLETED|
1792618|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[516-519]|14-00:00:00|2022-03-24T02:13:08|08:06:24|2022-03-24T10:19:32|2022-03-24T10:49:20|00:29:48|400512|1788|20160|5|COMPLETED|
1792619|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[571-574]|14-00:00:00|2022-03-24T02:13:15|08:06:17|2022-03-24T10:19:32|2022-03-24T10:49:50|00:30:18|407232|1818|20160|5|COMPLETED|
1792620|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[387-390]|14-00:00:00|2022-03-24T02:13:23|08:06:16|2022-03-24T10:19:39|2022-03-24T10:33:52|00:14:13|191072|853|20160|5|COMPLETED|
1792621|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[065-068]|14-00:00:00|2022-03-24T02:13:30|08:06:39|2022-03-24T10:20:09|2022-03-24T10:33:27|00:13:18|178752|798|20160|5|COMPLETED|
1792622|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[069-072]|14-00:00:00|2022-03-24T02:13:37|08:06:32|2022-03-24T10:20:09|2022-03-24T10:33:38|00:13:29|181216|809|20160|5|COMPLETED|
1792623|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[589-592]|14-00:00:00|2022-03-24T02:13:45|08:06:47|2022-03-24T10:20:32|2022-03-24T10:33:29|00:12:57|174048|777|20160|5|COMPLETED|
1792624|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[049-051,079]|14-00:00:00|2022-03-24T02:13:53|08:06:46|2022-03-24T10:20:39|2022-03-24T10:33:42|00:13:03|175392|783|20160|5|COMPLETED|
1792625|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[125-128]|14-00:00:00|2022-03-24T02:14:01|08:07:31|2022-03-24T10:21:32|2022-03-24T10:36:15|00:14:43|197792|883|20160|5|COMPLETED|
1792626|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[353-356]|14-00:00:00|2022-03-24T02:14:10|08:07:22|2022-03-24T10:21:32|2022-03-24T10:36:15|00:14:43|197792|883|20160|5|COMPLETED|
1792627|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[260-263]|14-00:00:00|2022-03-24T02:14:17|08:07:15|2022-03-24T10:21:32|2022-03-24T10:36:13|00:14:41|197344|881|20160|5|COMPLETED|
1800239|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[125-128]|14-00:00:00|2022-03-25T02:08:35|00:09:08|2022-03-25T02:17:43|2022-03-25T02:21:30|00:03:47|50848|227|20160|5|COMPLETED|
1800240|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[125-128]|14-00:00:00|2022-03-25T02:08:41|00:13:03|2022-03-25T02:21:44|2022-03-25T02:31:54|00:10:10|136640|610|20160|5|COMPLETED|
1800242|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[125-128]|14-00:00:00|2022-03-25T02:53:36|00:00:01|2022-03-25T02:53:37|2022-03-25T03:03:45|00:10:08|136192|608|20160|5|COMPLETED|
1800244|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[125-128]|14-00:00:00|2022-03-25T03:06:55|00:00:00|2022-03-25T03:06:55|2022-03-25T03:10:16|00:03:21|45024|201|20160|5|COMPLETED|
1805641|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[061-064]|14-00:00:00|2022-03-25T15:19:21|00:00:00|2022-03-25T15:19:21|2022-03-25T15:27:57|00:08:36|115584|516|20160|5|COMPLETED|
1805642|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[088-091]|14-00:00:00|2022-03-25T15:19:25|00:00:00|2022-03-25T15:19:25|2022-03-25T15:30:28|00:11:03|148512|663|20160|5|COMPLETED|
1805643|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[113-116]|14-00:00:00|2022-03-25T15:19:27|00:00:01|2022-03-25T15:19:28|2022-03-25T15:30:21|00:10:53|146272|653|20160|5|COMPLETED|
1805644|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[125-128]|14-00:00:00|2022-03-25T15:19:30|00:00:01|2022-03-25T15:19:31|2022-03-25T15:30:24|00:10:53|146272|653|20160|5|COMPLETED|
1805645|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[061-064]|14-00:00:00|2022-03-25T15:19:32|00:08:55|2022-03-25T15:28:27|2022-03-25T15:36:52|00:08:25|113120|505|20160|5|COMPLETED|
