JobIDRaw|UID|GID|JobName|Partition|ReqNodes|ReqCPUS|AllocNodes|AllocCPUS|NodeList|Timelimit|Submit|Reserved|Start|End|Elapsed|CPUTimeRAW|ElapsedRaw|TimelimitRaw|Priority|State|Unnamed: 21
1592899|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[282,302,331,412]|14-00:00:00|2022-01-09T18:27:44|02:00:22|2022-01-09T20:28:06|2022-01-09T20:50:31|00:22:25|301280|1345|20160|5|FAILED|
1592900|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[042,067,110,246]|14-00:00:00|2022-01-09T18:27:51|02:02:15|2022-01-09T20:30:06|2022-01-09T20:57:02|00:26:56|361984|1616|20160|5|FAILED|
1592901|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[043,347,416,511]|14-00:00:00|2022-01-09T18:27:57|02:03:42|2022-01-09T20:31:39|2022-01-14T14:51:12|4-18:19:33|92192352|411573|20160|5|COMPLETED|
1592903|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[278,287,299,510]|14-00:00:00|2022-01-09T18:28:05|02:04:34|2022-01-09T20:32:39|2022-01-10T10:06:25|13:33:46|10937024|48826|20160|5|FAILED|
1592904|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[366,414,463-464]|14-00:00:00|2022-01-09T18:28:13|02:05:53|2022-01-09T20:34:06|2022-01-10T16:33:59|19:59:53|16126432|71993|20160|5|COMPLETED|
1592905|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[300,338,458,527]|14-00:00:00|2022-01-09T18:28:21|02:06:18|2022-01-09T20:34:39|2022-01-14T14:51:23|4-18:16:44|92154496|411404|20160|5|COMPLETED|
1593053|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[459-462]|14-00:00:00|2022-01-09T21:43:23|00:00:00|2022-01-09T21:43:23|2022-01-11T01:31:04|1-03:47:41|22413664|100061|20160|5|FAILED|
1593054|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[448-451]|14-00:00:00|2022-01-09T21:43:31|00:00:01|2022-01-09T21:43:32|2022-01-11T02:21:31|1-04:37:59|23089696|103079|20160|5|FAILED|
1594293|50109.0|50101|sphere.slrm|tornado|1|1|1|56|n01p402|12-00:00:00|2022-01-10T15:05:33|00:00:01|2022-01-10T15:05:34|2022-01-10T15:08:32|00:02:58|9968|178|17280|3|CANCELLED by 50109|
1594300|50109.0|50101|sphere.slrm|tornado|1|1|1|56|n01p402|12-00:00:00|2022-01-10T15:09:26|00:00:00|2022-01-10T15:09:26|2022-01-10T15:11:10|00:01:44|5824|104|17280|3|FAILED|
1594308|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[166-169]|14-00:00:00|2022-01-10T15:13:14|00:00:02|2022-01-10T15:13:16|2022-01-10T15:13:19|00:00:03|672|3|20160|5|COMPLETED|
1594315|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[166-169]|14-00:00:00|2022-01-10T15:15:39|00:00:03|2022-01-10T15:15:42|2022-01-10T15:15:46|00:00:04|896|4|20160|5|FAILED|
1594323|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[166-169]|14-00:00:00|2022-01-10T15:20:14|00:00:02|2022-01-10T15:20:16|2022-01-10T15:20:21|00:00:05|1120|5|20160|5|FAILED|
1594328|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[222-225]|14-00:00:00|2022-01-10T15:24:22|00:00:01|2022-01-10T15:24:23|2022-01-10T15:27:40|00:03:17|44128|197|20160|5|FAILED|
1594343|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[222-225]|14-00:00:00|2022-01-10T15:32:14|00:00:01|2022-01-10T15:32:15|2022-01-10T15:32:25|00:00:10|2240|10|20160|5|FAILED|
1594350|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[585-588]|14-00:00:00|2022-01-10T15:33:00|00:00:01|2022-01-10T15:33:01|2022-01-10T15:33:12|00:00:11|2464|11|20160|5|FAILED|
1594351|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[585-588]|14-00:00:00|2022-01-10T15:33:31|00:00:00|2022-01-10T15:33:31|2022-01-10T15:33:36|00:00:05|1120|5|20160|5|FAILED|
1594352|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[585-588]|14-00:00:00|2022-01-10T15:33:44|00:00:01|2022-01-10T15:33:45|2022-01-10T15:33:48|00:00:03|672|3|20160|5|FAILED|
1594399|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[403-406]|14-00:00:00|2022-01-10T16:23:42|00:00:01|2022-01-10T16:23:43|2022-01-10T16:27:33|00:03:50|51520|230|20160|5|FAILED|
1594483|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[403-406]|14-00:00:00|2022-01-10T16:43:49|00:55:24|2022-01-10T17:39:13|2022-01-12T06:28:51|1-12:49:38|29697472|132578|20160|5|FAILED|
1594485|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[298,336,463-464]|14-00:00:00|2022-01-10T16:43:53|00:55:20|2022-01-10T17:39:13|2022-01-14T14:51:17|3-21:12:04|75157376|335524|20160|8|COMPLETED|
1597517|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[144-147]|14-00:00:00|2022-01-11T17:48:40|00:00:00|2022-01-11T17:48:40|2022-01-11T18:36:53|00:48:13|648032|2893|20160|5|FAILED|
1597520|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[144-147]|14-00:00:00|2022-01-11T17:50:28|00:46:36|2022-01-11T18:37:04|2022-01-11T19:13:15|00:36:11|486304|2171|20160|5|FAILED|
1599874|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[247-250]|14-00:00:00|2022-01-12T15:20:09|1-17:41:23|2022-01-14T09:01:32|2022-01-14T09:46:11|00:44:39|600096|2679|20160|5|FAILED|
1599875|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[251-254]|14-00:00:00|2022-01-12T15:20:26|1-17:41:06|2022-01-14T09:01:32|2022-01-14T09:34:32|00:33:00|443520|1980|20160|5|FAILED|
1603124|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[405-408]|14-00:00:00|2022-01-13T16:19:33|16:42:30|2022-01-14T09:02:03|2022-01-14T14:50:36|05:48:33|4684512|20913|20160|5|COMPLETED|
1604657|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[326-329]|14-00:00:00|2022-01-14T15:22:01|00:00:01|2022-01-14T15:22:02|2022-01-15T00:19:49|08:57:47|7227808|32267|20160|5|COMPLETED|
1604658|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[358-361]|14-00:00:00|2022-01-14T15:22:04|00:00:01|2022-01-14T15:22:05|2022-01-14T17:33:32|02:11:27|1766688|7887|20160|5|COMPLETED|
1604659|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[362-365]|14-00:00:00|2022-01-14T15:22:07|00:00:01|2022-01-14T15:22:08|2022-01-27T15:09:47|12-23:47:39|251430816|1122459|20160|5|COMPLETED|
1604660|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[190,277,405,452]|14-00:00:00|2022-01-14T15:22:10|00:00:01|2022-01-14T15:22:11|2022-01-14T18:40:58|03:18:47|2671648|11927|20160|5|COMPLETED|
1604661|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[354-357]|14-00:00:00|2022-01-14T15:22:13|00:16:21|2022-01-14T15:38:34|2022-01-14T17:33:43|01:55:09|1547616|6909|20160|5|COMPLETED|
1604662|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[070,079,086,408]|14-00:00:00|2022-01-14T15:22:15|00:17:36|2022-01-14T15:39:51|2022-01-18T17:36:56|4-01:57:05|78988000|352625|20160|5|COMPLETED|
1604665|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[358-361]|14-00:00:00|2022-01-14T15:29:00|02:04:42|2022-01-14T17:33:42|2022-01-27T15:11:09|12-21:37:27|249680928|1114647|20160|5|COMPLETED|
1604666|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[354-357]|14-00:00:00|2022-01-14T15:29:51|02:03:55|2022-01-14T17:33:46|2022-01-27T15:10:52|12-21:37:06|249676224|1114626|20160|5|COMPLETED|
1604822|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[277,322-324]|14-00:00:00|2022-01-14T17:45:45|01:23:00|2022-01-14T19:08:45|2022-01-19T15:10:01|4-20:01:16|93559424|417676|20160|5|COMPLETED|
1604826|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[278,351-353]|14-00:00:00|2022-01-14T17:48:17|01:20:28|2022-01-14T19:08:45|2022-01-15T01:55:01|06:46:16|5460224|24376|20160|5|COMPLETED|
1604827|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[403-405,417]|14-00:00:00|2022-01-14T17:48:50|01:19:55|2022-01-14T19:08:45|2022-01-15T01:58:50|06:50:05|5511520|24605|20160|5|COMPLETED|
1604828|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[038-041]|14-00:00:00|2022-01-14T17:48:54|11:29:23|2022-01-15T05:18:17|2022-01-27T15:08:31|12-09:50:14|240175936|1072214|20160|8|COMPLETED|
1605648|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[080-083]|14-00:00:00|2022-01-15T14:25:36|02:56:49|2022-01-15T17:22:25|2022-01-17T14:41:51|1-21:19:26|36549184|163166|20160|5|CANCELLED by 50109|
1605649|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[472-475]|14-00:00:00|2022-01-15T14:25:50|02:56:35|2022-01-15T17:22:25|2022-01-17T14:37:43|1-21:15:18|36493632|162918|20160|5|COMPLETED|
1605651|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[597-600]|14-00:00:00|2022-01-15T14:26:05|02:56:20|2022-01-15T17:22:25|2022-01-17T14:52:20|1-21:29:55|36690080|163795|20160|5|COMPLETED|
1605652|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[511-514]|14-00:00:00|2022-01-15T14:26:35|02:55:50|2022-01-15T17:22:25|2022-01-17T14:46:14|1-21:23:49|36608096|163429|20160|5|COMPLETED|
1609043|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[080-083]|14-00:00:00|2022-01-17T14:44:29|02:39:43|2022-01-17T17:24:12|2022-01-18T15:59:35|22:35:23|18216352|81323|20160|5|FAILED|
1609048|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[331-334]|14-00:00:00|2022-01-17T14:46:54|02:37:18|2022-01-17T17:24:12|2022-01-18T16:27:10|23:02:58|18587072|82978|20160|5|COMPLETED|
1609053|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[472-475]|14-00:00:00|2022-01-17T14:50:52|02:33:20|2022-01-17T17:24:12|2022-01-18T16:27:24|23:03:12|18590208|82992|20160|5|COMPLETED|
1609059|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[510-513]|14-00:00:00|2022-01-17T14:57:18|02:26:54|2022-01-17T17:24:12|2022-01-18T16:27:29|23:03:17|18591328|82997|20160|5|COMPLETED|
1610401|50109.0|50101|sphere.slrm|tornado|10|10|10|560|n01p[331-334,472-475,510-511]|14-00:00:00|2022-01-18T15:31:52|00:55:53|2022-01-18T16:27:45|2022-01-18T16:27:49|00:00:04|2240|4|20160|10|FAILED|
1610493|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[224-227]|14-00:00:00|2022-01-18T16:22:41|00:00:01|2022-01-18T16:22:42|2022-01-18T16:36:16|00:13:34|182336|814|20160|5|COMPLETED|
1610510|50109.0|50101|sphere.slrm|tornado|10|10|10|560|n01p[331-334,472-475,510-511]|14-00:00:00|2022-01-18T16:33:54|00:00:00|2022-01-18T16:33:54|2022-01-18T16:34:10|00:00:16|8960|16|20160|10|FAILED|
1610511|50109.0|50101|sphere.slrm|tornado|10|10|10|560|n01p[331-334,472-475,510-511]|14-00:00:00|2022-01-18T16:34:20|00:00:00|2022-01-18T16:34:20|2022-01-18T16:34:36|00:00:16|8960|16|20160|10|FAILED|
1610512|50109.0|50101|sphere.slrm|tornado|10|10|10|560|n01p[331-334,472-475,510-511]|14-00:00:00|2022-01-18T16:34:22|00:00:24|2022-01-18T16:34:46|2022-01-18T16:35:02|00:00:16|8960|16|20160|10|FAILED|
1610513|50109.0|50101|sphere.slrm|tornado|10|10|10|560|n01p[331-334,472-475,510-511]|14-00:00:00|2022-01-18T16:35:18|00:00:01|2022-01-18T16:35:19|2022-01-18T16:35:37|00:00:18|10080|18|20160|10|FAILED|
1610515|50109.0|50101|sphere.slrm|tornado|10|10|10|560|n01p[331-334,472-475,510-511]|14-00:00:00|2022-01-18T16:35:59|00:00:01|2022-01-18T16:36:00|2022-01-18T16:36:17|00:00:17|9520|17|20160|10|FAILED|
1610517|50109.0|50101|sphere.slrm|tornado|10|10|10|560|n01p[225-226,331-334,472-475]|14-00:00:00|2022-01-18T16:36:39|00:00:00|2022-01-18T16:36:39|2022-01-18T16:37:03|00:00:24|13440|24|20160|10|FAILED|
1610518|50109.0|50101|sphere.slrm|tornado|10|10|10|560|n01p[224-227,331-334,472-473]|14-00:00:00|2022-01-18T16:37:22|00:00:00|2022-01-18T16:37:22|2022-01-18T16:39:17|00:01:55|64400|115|20160|10|FAILED|
1610529|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[331-334]|14-00:00:00|2022-01-18T16:49:52|00:00:01|2022-01-18T16:49:53|2022-01-18T17:00:08|00:10:15|137760|615|20160|5|COMPLETED|
1610532|50109.0|50101|sphere.slrm|tornado|10|10|10|560|n01p[255-260,472-475]|14-00:00:00|2022-01-18T16:53:21|00:00:00|2022-01-18T16:53:21|2022-01-18T16:57:15|00:03:54|131040|234|20160|10|FAILED|
1610536|50109.0|50101|sphere.slrm|tornado|10|10|10|560|n01p[255-260,472-475]|14-00:00:00|2022-01-18T16:57:43|00:00:00|2022-01-18T16:57:43|2022-01-18T17:00:04|00:02:21|78960|141|20160|10|COMPLETED|
1610539|50109.0|50101|sphere.slrm|tornado|10|10|10|560|n01p[255-260,331-334]|14-00:00:00|2022-01-18T17:00:17|00:00:01|2022-01-18T17:00:18|2022-01-18T17:02:08|00:01:50|61600|110|20160|10|FAILED|
1610541|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[472-475]|14-00:00:00|2022-01-18T17:00:33|00:00:02|2022-01-18T17:00:35|2022-01-19T15:09:46|22:09:11|17864224|79751|20160|5|COMPLETED|
1610542|50109.0|50101|sphere.slrm|tornado|10|10|10|560|n01p[255-260,331-334]|14-00:00:00|2022-01-18T17:03:15|00:00:01|2022-01-18T17:03:16|2022-01-18T17:03:19|00:00:03|1680|3|20160|10|FAILED|
1610545|50109.0|50101|sphere.slrm|tornado|10|10|10|560|n01p[060,207-208,510-513,591-593]|14-00:00:00|2022-01-18T17:10:08|00:00:01|2022-01-18T17:10:09|2022-01-18T17:12:09|00:02:00|67200|120|20160|10|FAILED|
1610581|50109.0|50101|sphere.slrm|tornado|10|10|10|560|n01p[057-058,261-268]|14-00:00:00|2022-01-18T17:17:08|02:46:57|2022-01-18T20:04:05|2022-01-18T20:07:39|00:03:34|119840|214|20160|10|FAILED|
1610600|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[155,514,575,584]|14-00:00:00|2022-01-18T17:23:09|00:00:00|2022-01-18T17:23:09|2022-01-19T15:09:58|21:46:49|17563616|78409|20160|5|COMPLETED|
1610601|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[070,079,242,408]|14-00:00:00|2022-01-18T17:23:14|00:13:49|2022-01-18T17:37:03|2022-01-19T15:09:55|21:32:52|17376128|77572|20160|5|COMPLETED|
1610602|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[394-397]|14-00:00:00|2022-01-18T17:23:18|02:40:47|2022-01-18T20:04:05|2022-01-20T15:32:40|1-19:28:35|35059360|156515|20160|5|CANCELLED by 50109|
1610612|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[261-264]|14-00:00:00|2022-01-18T17:40:31|02:27:28|2022-01-18T20:07:59|2022-01-19T15:16:55|19:08:56|15441664|68936|20160|5|COMPLETED|
1611084|50109.0|50101|sphere.slrm|tornado|10|10|10|560|n01p[149-154,250-253]|14-00:00:00|2022-01-18T21:38:08|00:00:01|2022-01-18T21:38:09|2022-01-19T15:00:15|17:22:06|35014560|62526|20160|10|COMPLETED|
1612017|50109.0|50101|sphere.slrm|tornado|10|10|10|560|n01p[327-329,348-351,459-461]|14-00:00:00|2022-01-19T15:06:52|00:40:49|2022-01-19T15:47:41|2022-01-27T15:12:36|7-23:24:55|385893200|689095|20160|10|COMPLETED|
1612026|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[242,277,299,408]|14-00:00:00|2022-01-19T15:16:22|00:00:01|2022-01-19T15:16:23|2022-01-19T16:05:31|00:49:08|660352|2948|20160|5|FAILED|
1612027|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[261-264]|14-00:00:00|2022-01-19T15:16:25|00:00:37|2022-01-19T15:17:02|2022-01-19T15:53:12|00:36:10|486080|2170|20160|5|FAILED|
1612028|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[261-264]|14-00:00:00|2022-01-19T15:16:29|00:36:45|2022-01-19T15:53:14|2022-01-19T16:40:57|00:47:43|641312|2863|20160|5|FAILED|
1612029|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[115,297-299]|14-00:00:00|2022-01-19T15:16:34|00:49:10|2022-01-19T16:05:44|2022-01-20T00:15:45|08:10:01|6585824|29401|20160|5|FAILED|
1612030|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[261-264]|14-00:00:00|2022-01-19T15:16:37|01:24:25|2022-01-19T16:41:02|2022-01-27T15:10:08|7-22:29:06|153607104|685746|20160|5|COMPLETED|
1613802|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[439-442]|14-00:00:00|2022-01-20T15:16:57|00:00:00|2022-01-20T15:16:57|2022-01-27T15:10:00|6-23:53:03|135381792|604383|20160|5|COMPLETED|
1613895|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[518-521]|14-00:00:00|2022-01-20T16:12:41|00:21:31|2022-01-20T16:34:12|2022-01-27T15:09:50|6-22:35:38|134341312|599738|20160|5|COMPLETED|
1613900|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[303,522-524]|14-00:00:00|2022-01-20T16:14:16|00:19:56|2022-01-20T16:34:12|2022-01-20T23:21:14|06:47:02|5470528|24422|20160|5|FAILED|
1614133|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[502-505]|14-00:00:00|2022-01-20T18:33:01|01:00:33|2022-01-20T19:33:34|2022-01-27T15:09:28|6-19:35:54|131925696|588954|20160|5|COMPLETED|
1615460|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[060,107,231,303]|14-00:00:00|2022-01-21T16:01:40|00:18:15|2022-01-21T16:19:55|2022-01-27T15:54:52|5-23:34:57|115784928|516897|20160|5|COMPLETED|
1615461|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[076,601-603]|14-00:00:00|2022-01-21T16:02:17|00:22:34|2022-01-21T16:24:51|2022-01-27T15:09:55|5-22:45:04|115114496|513904|20160|5|COMPLETED|
1620551|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[038-041]|14-00:00:00|2022-01-27T16:28:22|00:00:01|2022-01-27T16:28:23|2022-01-31T13:14:04|3-20:45:41|74802784|333941|20160|5|COMPLETED|
1620552|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[149-152]|14-00:00:00|2022-01-27T16:28:27|00:00:01|2022-01-27T16:28:28|2022-01-31T13:14:06|3-20:45:38|74802112|333938|20160|5|COMPLETED|
1620554|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[249-252]|14-00:00:00|2022-01-27T16:28:38|00:00:00|2022-01-27T16:28:38|2022-01-31T13:14:28|3-20:45:50|74804800|333950|20160|5|COMPLETED|
1620555|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[254-257]|14-00:00:00|2022-01-27T16:29:00|00:00:00|2022-01-27T16:29:00|2022-01-31T13:14:13|3-20:45:13|74796512|333913|20160|5|COMPLETED|
1620556|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[261-264]|14-00:00:00|2022-01-27T16:29:09|00:00:01|2022-01-27T16:29:10|2022-01-31T13:14:23|3-20:45:13|74796512|333913|20160|5|COMPLETED|
1620557|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[273-276]|14-00:00:00|2022-01-27T16:29:22|00:00:00|2022-01-27T16:29:22|2022-01-31T13:14:33|3-20:45:11|74796064|333911|20160|5|COMPLETED|
1620558|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[348-351]|14-00:00:00|2022-01-27T16:29:35|00:00:28|2022-01-27T16:30:03|2022-01-31T13:14:25|3-20:44:22|74785088|333862|20160|5|COMPLETED|
1620560|50109.0|50101|sphere.slrm|tornado|10|10|10|560|n01p[354-363]|14-00:00:00|2022-01-27T16:40:49|00:00:01|2022-01-27T16:40:50|2022-01-27T17:22:22|00:41:32|1395520|2492|20160|10|COMPLETED|
1620561|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[439-442]|14-00:00:00|2022-01-27T16:47:36|00:00:00|2022-01-27T16:47:36|2022-01-31T13:13:43|3-20:26:07|74539808|332767|20160|5|COMPLETED|
1620562|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[489-492]|14-00:00:00|2022-01-27T16:49:19|00:00:01|2022-01-27T16:49:20|2022-01-27T16:50:12|00:00:52|11648|52|20160|5|CANCELLED by 50109|
1620563|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[489-492]|14-00:00:00|2022-01-27T16:50:26|00:00:01|2022-01-27T16:50:27|2022-01-31T13:13:41|3-20:23:14|74501056|332594|20160|5|COMPLETED|
1620564|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[518-521]|14-00:00:00|2022-01-27T16:51:18|00:00:01|2022-01-27T16:51:19|2022-01-31T13:13:57|3-20:22:38|74492992|332558|20160|5|COMPLETED|
1620565|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[538-541]|14-00:00:00|2022-01-27T16:52:15|00:00:00|2022-01-27T16:52:15|2022-01-31T13:13:47|3-20:21:32|74478208|332492|20160|5|COMPLETED|
1620566|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[315-318]|14-00:00:00|2022-01-27T16:52:49|00:00:01|2022-01-27T16:52:50|2022-01-29T13:20:04|1-20:27:14|35847616|160034|20160|5|NODE_FAIL|
1620567|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[322-325]|14-00:00:00|2022-01-27T16:53:30|00:00:00|2022-01-27T16:53:30|2022-01-31T13:13:46|3-20:20:16|74461184|332416|20160|5|COMPLETED|
1620568|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[326-329]|14-00:00:00|2022-01-27T16:54:54|00:00:00|2022-01-27T16:54:54|2022-01-31T13:14:10|3-20:19:16|74447744|332356|20160|5|COMPLETED|
1620569|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[454-457]|14-00:00:00|2022-01-27T16:56:16|00:00:00|2022-01-27T16:56:16|2022-01-27T23:17:47|06:21:31|5127584|22891|20160|5|FAILED|
1620657|50109.0|50101|sphere.slrm|tornado|10|10|10|560|n01p[279-286,313-314]|14-00:00:00|2022-01-27T17:23:45|06:05:56|2022-01-27T23:29:41|2022-02-09T13:14:59|12-13:45:18|608338080|1086318|20160|10|COMPLETED|
1621068|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[194-197]|14-00:00:00|2022-01-28T13:18:13|00:00:01|2022-01-28T13:18:14|2022-01-28T19:38:26|06:20:12|5109888|22812|20160|5|FAILED|
1623637|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[115,155,201,361]|14-00:00:00|2022-01-31T13:37:40|00:45:53|2022-01-31T14:23:33|2022-02-11T17:19:55|11-02:56:22|215259968|960982|20160|5|COMPLETED|
1623638|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[066,185,374-375]|14-00:00:00|2022-01-31T13:37:45|01:16:00|2022-01-31T14:53:45|2022-02-11T17:20:05|11-02:26:20|214856320|959180|20160|5|COMPLETED|
1623639|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[402,523,543,571]|14-00:00:00|2022-01-31T13:37:51|01:17:25|2022-01-31T14:55:16|2022-02-11T17:20:14|11-02:24:58|214837952|959098|20160|5|COMPLETED|
1623640|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[098-099,164-165]|14-00:00:00|2022-01-31T13:37:57|02:01:07|2022-01-31T15:39:04|2022-02-11T17:20:22|11-01:41:18|214251072|956478|20160|5|COMPLETED|
1623641|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[405,407,438,572]|14-00:00:00|2022-01-31T13:38:03|02:01:01|2022-01-31T15:39:04|2022-02-11T17:20:27|11-01:41:23|214252192|956483|20160|5|COMPLETED|
1623642|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[188,315,354,408]|14-00:00:00|2022-01-31T13:38:09|02:01:35|2022-01-31T15:39:44|2022-02-07T15:28:26|6-23:48:42|135323328|604122|20160|5|COMPLETED|
1623643|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[119,170,278,317]|14-00:00:00|2022-01-31T13:38:17|02:02:06|2022-01-31T15:40:23|2022-02-11T17:20:37|11-01:40:14|214236736|956414|20160|5|COMPLETED|
1623702|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[333,359,396,404]|14-00:00:00|2022-01-31T14:14:54|01:26:31|2022-01-31T15:41:25|2022-02-11T17:19:12|11-01:37:47|214203808|956267|20160|5|COMPLETED|
1623703|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[111,330,334,464]|14-00:00:00|2022-01-31T14:14:57|01:26:58|2022-01-31T15:41:55|2022-02-11T17:19:23|11-01:37:28|214199552|956248|20160|5|COMPLETED|
1623704|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[166,332,587,589]|14-00:00:00|2022-01-31T14:15:00|01:27:25|2022-01-31T15:42:25|2022-01-31T23:20:52|07:38:27|6161568|27507|20160|5|FAILED|
1623705|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[465-466,585-586]|14-00:00:00|2022-01-31T14:15:02|01:28:53|2022-01-31T15:43:55|2022-02-11T17:19:29|11-01:35:34|214174016|956134|20160|5|COMPLETED|
1623706|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[053,055,108,169]|14-00:00:00|2022-01-31T14:15:05|01:28:50|2022-01-31T15:43:55|2022-02-07T15:53:12|7-00:09:17|135599968|605357|20160|5|COMPLETED|
1623707|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[057,109,189,360]|14-00:00:00|2022-01-31T14:15:09|01:29:46|2022-01-31T15:44:55|2022-02-04T16:59:33|4-01:14:38|78417472|350078|20160|5|FAILED|
1623708|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[196,355,467,494]|14-00:00:00|2022-01-31T14:15:13|01:31:44|2022-01-31T15:46:57|2022-02-11T17:19:31|11-01:32:34|214133696|955954|20160|5|COMPLETED|
