JobID|JobIDRaw|JobName|User|Partition|State|QOS|Priority|Reason|Flags|Submit|Eligible|Start|End|Elapsed|ElapsedRaw|Planned|PlannedCPURAW|ReqNodes|ReqCPUS|ReqMem|AllocNodes|AllocCPUS|AllocTRES|NTasks|Timelimit|TimelimitRaw|CPUTimeRAW|NodeList|ExitCode
285|285|sim_12|ivan|debug|COMPLETED|normal|1|ReqNodeNotAvail|SchedBackfill,StartReceived|2026-06-18T11:46:06|2026-06-18T11:46:06|2026-06-18T14:39:48|2026-06-18T14:54:43|00:14:55|895|02:53:42|20844|2|2|2M|2|2|billing=2,cpu=2,mem=2M,node=2||01:00:00|60|1790|node[1,4]|0:0
286|286|sim_13|ivan|debug|COMPLETED|normal|1|ReqNodeNotAvail|SchedMain,StartReceived|2026-06-18T11:46:06|2026-06-18T11:46:06|2026-06-18T15:44:12|2026-06-18T15:55:31|00:11:19|679|03:58:06|42858|3|3|3M|3|3|billing=3,cpu=3,mem=3M,node=3||00:21:00|21|2037|node[1-3]|0:0
288|288|sim_15|ivan|debug|COMPLETED|normal|1|ReqNodeNotAvail|SchedBackfill,StartReceived|2026-06-18T11:46:06|2026-06-18T11:46:06|2026-06-18T14:42:48|2026-06-18T14:52:24|00:09:36|576|02:56:42|21204|2|2|2M|2|2|billing=2,cpu=2,mem=2M,node=2||00:39:00|39|1152|node[2-3]|0:0
289|289|sim_16|ivan|debug|COMPLETED|normal|1|ReqNodeNotAvail|SchedBackfill,StartReceived|2026-06-18T11:46:06|2026-06-18T11:46:06|2026-06-18T14:52:48|2026-06-18T15:00:22|00:07:34|454|03:06:42|22404|2|2|2M|2|2|billing=2,cpu=2,mem=2M,node=2||00:34:00|34|908|node[2-3]|0:0
290|290|sim_17|ivan|debug|COMPLETED|normal|1|ReqNodeNotAvail|SchedMain,StartReceived|2026-06-18T11:46:06|2026-06-18T11:46:06|2026-06-18T15:55:31|2026-06-18T16:06:04|00:10:33|633|04:09:25|59860|4|4|4M|4|4|billing=4,cpu=4,mem=4M,node=4||01:00:00|60|2532|node[1-4]|0:0
291|291|sim_18|ivan|debug|COMPLETED|normal|1|ReqNodeNotAvail|SchedBackfill,StartReceived|2026-06-18T11:46:06|2026-06-18T11:46:06|2026-06-18T13:21:47|2026-06-18T13:26:46|00:04:59|299|01:35:41|5741|1|1|1M|1|1|billing=1,cpu=1,mem=1M,node=1||00:23:00|23|299|node1|0:0
292|292|sim_19|ivan|debug|COMPLETED|normal|1|ReqNodeNotAvail|SchedMain,StartReceived|2026-06-18T11:46:06|2026-06-18T11:46:06|2026-06-18T16:06:05|2026-06-18T16:19:19|00:13:14|794|04:19:59|31198|2|2|2M|2|2|billing=2,cpu=2,mem=2M,node=2||01:00:00|60|1588|node[1-2]|0:0
293|293|sim_20|ivan|debug|COMPLETED|normal|1|ReqNodeNotAvail|SchedMain,StartReceived|2026-06-18T11:46:06|2026-06-18T11:46:06|2026-06-18T16:06:05|2026-06-18T16:17:17|00:11:12|672|04:19:59|31198|2|2|2M|2|2|billing=2,cpu=2,mem=2M,node=2||00:43:00|43|1344|node[3-4]|0:0
294|294|sim_21|ivan|debug|COMPLETED|normal|1|ReqNodeNotAvail|SchedMain,StartReceived|2026-06-18T11:46:06|2026-06-18T11:46:06|2026-06-18T16:19:19|2026-06-18T16:31:45|00:12:26|746|04:33:13|65572|4|4|4M|4|4|billing=4,cpu=4,mem=4M,node=4||00:59:00|59|2984|node[1-4]|0:0
295|295|sim_22|ivan|debug|COMPLETED|normal|1|ReqNodeNotAvail|SchedMain,StartReceived|2026-06-18T11:46:06|2026-06-18T11:46:06|2026-06-18T16:31:45|2026-06-18T16:40:35|00:08:50|530|04:45:39|68556|4|4|4M|4|4|billing=4,cpu=4,mem=4M,node=4||00:59:00|59|2120|node[1-4]|0:0
296|296|sim_23|ivan|debug|COMPLETED|normal|1|ReqNodeNotAvail|SchedBackfill,StartReceived|2026-06-18T11:46:06|2026-06-18T11:46:06|2026-06-18T12:10:10|2026-06-18T12:26:31|00:16:21|981|00:24:04|1444|1|1|1M|1|1|billing=1,cpu=1,mem=1M,node=1||00:17:00|17|981|node2|0:0
297|297|sim_24|ivan|debug|COMPLETED|normal|1|ReqNodeNotAvail|SchedBackfill,StartReceived|2026-06-18T11:46:06|2026-06-18T11:46:06|2026-06-18T13:26:47|2026-06-18T13:41:01|00:14:14|854|01:40:41|6041|1|1|1M|1|1|billing=1,cpu=1,mem=1M,node=1||00:38:00|38|854|node1|0:0
298|298|sim_25|ivan|debug|COMPLETED|normal|1|ReqNodeNotAvail|SchedMain,StartReceived|2026-06-18T11:46:06|2026-06-18T11:46:06|2026-06-18T16:40:35|2026-06-18T16:53:14|00:12:39|759|04:54:29|70676|4|4|4M|4|4|billing=4,cpu=4,mem=4M,node=4||00:29:00|29|3036|node[1-4]|0:0
299|299|sim_26|ivan|debug|COMPLETED|normal|1|ReqNodeNotAvail|SchedBackfill,StartReceived|2026-06-18T11:46:06|2026-06-18T11:46:06|2026-06-18T12:10:10|2026-06-18T12:17:21|00:07:11|431|00:24:04|1444|1|1|1M|1|1|billing=1,cpu=1,mem=1M,node=1||00:14:00|14|431|node3|0:0
300|300|sim_27|ivan|debug|COMPLETED|normal|1|ReqNodeNotAvail|SchedMain,StartReceived|2026-06-18T11:46:06|2026-06-18T11:46:06|2026-06-18T16:53:14|2026-06-18T17:03:02|00:09:48|588|05:07:08|73712|4|4|4M|4|4|billing=4,cpu=4,mem=4M,node=4||00:27:00|27|2352|node[1-4]|0:0
301|301|sim_28|ivan|debug|COMPLETED|normal|1|ReqNodeNotAvail|SchedMain,StartReceived|2026-06-18T11:46:06|2026-06-18T11:46:06|2026-06-18T17:03:02|2026-06-18T17:07:26|00:04:24|264|05:16:56|38032|2|2|2M|2|2|billing=2,cpu=2,mem=2M,node=2||01:00:00|60|528|node[1-2]|0:0
302|302|sim_29|ivan|debug|COMPLETED|normal|1|ReqNodeNotAvail|SchedMain,StartReceived|2026-06-18T11:46:06|2026-06-18T11:46:06|2026-06-18T17:07:27|2026-06-18T17:14:07|00:06:40|400|05:21:21|77124|4|4|4M|4|4|billing=4,cpu=4,mem=4M,node=4||00:11:00|11|1600|node[1-4]|0:0
303|303|sim_30|ivan|debug|COMPLETED|normal|1|ReqNodeNotAvail|SchedMain,StartReceived|2026-06-18T11:46:06|2026-06-18T11:46:06|2026-06-18T17:14:07|2026-06-18T17:25:48|00:11:41|701|05:28:01|39362|2|2|2M|2|2|billing=2,cpu=2,mem=2M,node=2||01:00:00|60|1402|node[1-2]|0:0
279|279|sim_6|ivan|debug|COMPLETED|normal|1|BeginTime|SchedBackfill,StartReceived|2026-06-18T13:21:27|2026-06-18T13:23:28|2026-06-18T17:25:48|2026-06-18T17:42:25|00:16:37|997|04:02:20|43620|3|3|3M|3|3|billing=3,cpu=3,mem=3M,node=3||01:00:00|60|2991|node[1-3]|0:0
287|287|sim_14|ivan|debug|COMPLETED|normal|1|BeginTime|SchedBackfill,StartReceived|2026-06-18T13:21:27|2026-06-18T13:23:28|2026-06-18T13:41:17|2026-06-18T13:54:27|00:13:10|790|00:17:49|1069|1|1|1M|1|1|billing=1,cpu=1,mem=1M,node=1||01:00:00|60|790|node1|0:0
