JobID|JobIDRaw|JobName|User|Partition|State|QOS|Priority|Reason|Flags|Submit|Eligible|Start|End|Elapsed|ElapsedRaw|Planned|PlannedCPURAW|ReqNodes|ReqCPUS|ReqMem|AllocNodes|AllocCPUS|AllocTRES|NTasks|Timelimit|TimelimitRaw|CPUTimeRAW|NodeList|ExitCode
376|376|sim_48|ivan|debug|COMPLETED|normal|1|None|SchedBackfill,StartReceived|2026-06-19T06:34:33|2026-06-19T06:34:33|2026-06-19T06:54:25|2026-06-19T06:54:25|00:00:00|0|00:19:52|1192|1|1|1M|1|1|billing=1,cpu=1,mem=1M,node=1||00:01:00|1|0|node4|0:0
377|377|sim_49|ivan|debug|COMPLETED|normal|1|None|SchedMain,StartReceived|2026-06-19T06:34:33|2026-06-19T06:34:33|2026-06-19T08:34:00|2026-06-19T08:36:02|00:02:02|122|01:59:27|28668|4|4|4M|4|4|billing=4,cpu=4,mem=4M,node=4||00:06:00|6|488|node[1-4]|0:0
378|378|sim_50|ivan|debug|COMPLETED|normal|1|None|SchedBackfill,StartReceived|2026-06-19T06:34:33|2026-06-19T06:34:33|2026-06-19T07:13:55|2026-06-19T07:13:55|00:00:00|0|00:39:22|4724|2|2|2M|2|2|billing=2,cpu=2,mem=2M,node=2||00:01:00|1|0|node[3-4]|0:0
379|379|sim_51|ivan|debug|COMPLETED|normal|1|None|SchedMain,StartReceived|2026-06-19T06:34:33|2026-06-19T06:34:33|2026-06-19T08:36:02|2026-06-19T08:36:03|00:00:01|1|02:01:29|29156|4|4|4M|4|4|billing=4,cpu=4,mem=4M,node=4||00:01:00|1|4|node[1-4]|0:0
380|380|sim_52|ivan|debug|COMPLETED|normal|1|None|SchedBackfill,StartReceived|2026-06-19T06:34:33|2026-06-19T06:34:33|2026-06-19T07:27:25|2026-06-19T07:27:27|00:00:02|2|00:52:52|3172|1|1|1M|1|1|billing=1,cpu=1,mem=1M,node=1||01:00:00|60|2|node4|0:0
381|381|sim_53|ivan|debug|COMPLETED|normal|1|None|SchedBackfill,StartReceived|2026-06-19T06:34:33|2026-06-19T06:34:33|2026-06-19T07:27:55|2026-06-19T07:36:51|00:08:56|536|00:53:22|3202|1|1|1M|1|1|billing=1,cpu=1,mem=1M,node=1||01:00:00|60|536|node4|0:0
382|382|sim_54|ivan|debug|COMPLETED|normal|1|None|SchedMain,StartReceived|2026-06-19T06:34:33|2026-06-19T06:34:33|2026-06-19T08:36:05|2026-06-19T08:40:19|00:04:14|254|02:01:32|29168|4|4|4M|4|4|billing=4,cpu=4,mem=4M,node=4||01:00:00|60|1016|node[1-4]|0:0
383|383|sim_55|ivan|debug|COMPLETED|normal|1|None|SchedMain,StartReceived|2026-06-19T06:34:33|2026-06-19T06:34:33|2026-06-19T08:40:19|2026-06-19T08:42:50|00:02:31|151|02:05:46|30184|4|4|4M|4|4|billing=4,cpu=4,mem=4M,node=4||00:04:00|4|604|node[1-4]|0:0
384|384|sim_56|ivan|debug|COMPLETED|normal|1|None|SchedMain,StartReceived|2026-06-19T06:34:33|2026-06-19T06:34:33|2026-06-19T08:42:50|2026-06-19T08:46:56|00:04:06|246|02:08:17|30788|4|4|4M|4|4|billing=4,cpu=4,mem=4M,node=4||01:00:00|60|984|node[1-4]|0:0
385|385|sim_57|ivan|debug|COMPLETED|normal|1|None|SchedMain,StartReceived|2026-06-19T06:34:33|2026-06-19T06:34:33|2026-06-19T08:46:56|2026-06-19T08:57:01|00:10:05|605|02:12:23|31772|4|4|4M|4|4|billing=4,cpu=4,mem=4M,node=4||00:16:00|16|2420|node[1-4]|0:0
386|386|sim_58|ivan|debug|COMPLETED|normal|1|None|SchedBackfill,StartReceived|2026-06-19T06:34:33|2026-06-19T06:34:33|2026-06-19T07:36:55|2026-06-19T07:47:00|00:10:05|605|01:02:22|3742|1|1|1M|1|1|billing=1,cpu=1,mem=1M,node=1||01:00:00|60|605|node4|0:0
387|387|sim_59|ivan|debug|COMPLETED|normal|1|None|SchedMain,StartReceived|2026-06-19T06:34:33|2026-06-19T06:34:33|2026-06-19T08:57:01|2026-06-19T08:57:02|00:00:01|1|02:22:28|34192|4|4|4M|4|4|billing=4,cpu=4,mem=4M,node=4||00:01:00|1|4|node[1-4]|0:0
388|388|sim_60|ivan|debug|COMPLETED|normal|1|None|SchedBackfill,StartReceived|2026-06-19T06:34:33|2026-06-19T06:34:33|2026-06-19T07:44:25|2026-06-19T07:44:26|00:00:01|1|01:09:52|12576|3|3|3M|3|3|billing=3,cpu=3,mem=3M,node=3||00:01:00|1|3|node[1-3]|0:0
389|389|sim_61|ivan|debug|COMPLETED|normal|1|None|SchedBackfill,StartReceived|2026-06-19T06:34:33|2026-06-19T06:34:33|2026-06-19T06:54:55|2026-06-19T07:03:31|00:08:36|516|00:20:22|1222|1|1|1M|1|1|billing=1,cpu=1,mem=1M,node=1||00:29:00|29|516|node4|0:0
390|390|sim_62|ivan|debug|COMPLETED|normal|1|None|SchedBackfill,StartReceived|2026-06-19T06:34:33|2026-06-19T06:34:33|2026-06-19T07:14:25|2026-06-19T07:15:38|00:01:13|73|00:39:52|2392|1|1|1M|1|1|billing=1,cpu=1,mem=1M,node=1||00:09:00|9|73|node3|0:0
391|391|sim_63|ivan|debug|COMPLETED|normal|1|None|SchedMain,StartReceived|2026-06-19T06:34:33|2026-06-19T06:34:33|2026-06-19T08:57:04|2026-06-19T09:01:05|00:04:01|241|02:22:31|34204|4|4|4M|4|4|billing=4,cpu=4,mem=4M,node=4||00:46:00|46|964|node[1-4]|0:0
392|392|sim_64|ivan|debug|COMPLETED|normal|1|None|SchedMain,StartReceived|2026-06-19T06:34:33|2026-06-19T06:34:33|2026-06-19T09:01:05|2026-06-19T09:03:53|00:02:48|168|02:26:32|17584|2|2|2M|2|2|billing=2,cpu=2,mem=2M,node=2||01:00:00|60|336|node[1-2]|0:0
393|393|sim_65|ivan|debug|COMPLETED|normal|1|None|SchedMain,StartReceived|2026-06-19T06:34:33|2026-06-19T06:34:33|2026-06-19T09:06:33|2026-06-19T09:10:31|00:03:58|238|02:32:00|36480|4|4|4M|4|4|billing=4,cpu=4,mem=4M,node=4||00:11:00|11|952|node[1-4]|0:0
394|394|sim_66|ivan|debug|COMPLETED|normal|1|None|SchedBackfill,StartReceived|2026-06-19T06:34:33|2026-06-19T06:34:33|2026-06-19T07:01:25|2026-06-19T07:02:39|00:01:14|74|00:26:52|1612|1|1|1M|1|1|billing=1,cpu=1,mem=1M,node=1||00:05:00|5|74|node3|0:0
395|395|sim_67|ivan|debug|COMPLETED|normal|1|None|SchedMain,StartReceived|2026-06-19T06:34:33|2026-06-19T06:34:33|2026-06-19T09:10:31|2026-06-19T09:11:06|00:00:35|35|02:35:58|18716|2|2|2M|2|2|billing=2,cpu=2,mem=2M,node=2||01:00:00|60|70|node[1-2]|0:0
396|396|sim_68|ivan|debug|COMPLETED|normal|1|None|SchedBackfill,StartReceived|2026-06-19T06:34:33|2026-06-19T06:34:33|2026-06-19T07:22:25|2026-06-19T07:22:25|00:00:00|0|00:47:52|5744|2|2|2M|2|2|billing=2,cpu=2,mem=2M,node=2||00:07:00|7|0|node[3-4]|0:0
397|397|sim_69|ivan|debug|COMPLETED|normal|1|None|SchedBackfill,StartReceived|2026-06-19T06:34:33|2026-06-19T06:34:33|2026-06-19T07:14:55|2026-06-19T07:14:55|00:00:00|0|00:40:22|4844|2|2|2M|2|2|billing=2,cpu=2,mem=2M,node=2||00:01:00|1|0|node[1-2]|0:0
398|398|sim_70|ivan|debug|COMPLETED|normal|1|None|SchedBackfill,StartReceived|2026-06-19T06:34:33|2026-06-19T06:34:33|2026-06-19T07:44:55|2026-06-19T07:46:43|00:01:48|108|01:10:22|12666|3|3|3M|3|3|billing=3,cpu=3,mem=3M,node=3||00:12:00|12|324|node[1-3]|0:0
399|399|sim_71|ivan|debug|COMPLETED|normal|1|None|SchedMain,StartReceived|2026-06-19T06:34:33|2026-06-19T06:34:33|2026-06-19T09:16:59|2026-06-19T09:17:00|00:00:01|1|02:42:26|38984|4|4|4M|4|4|billing=4,cpu=4,mem=4M,node=4||00:08:00|8|4|node[1-4]|0:0
400|400|sim_72|ivan|debug|COMPLETED|normal|1|None|SchedMain,StartReceived|2026-06-19T06:34:33|2026-06-19T06:34:33|2026-06-19T09:17:02|2026-06-19T09:27:06|00:10:04|604|02:42:29|38996|4|4|4M|4|4|billing=4,cpu=4,mem=4M,node=4||01:00:00|60|2416|node[1-4]|0:0
401|401|sim_73|ivan|debug|COMPLETED|normal|1|None|SchedBackfill,StartReceived|2026-06-19T06:34:33|2026-06-19T06:34:33|2026-06-19T07:46:55|2026-06-19T07:55:47|00:08:52|532|01:12:22|13026|3|3|3M|3|3|billing=3,cpu=3,mem=3M,node=3||00:38:00|38|1596|node[1-3]|0:0
402|402|sim_74|ivan|debug|COMPLETED|normal|1|None|SchedBackfill,StartReceived|2026-06-19T06:34:33|2026-06-19T06:34:33|2026-06-19T07:22:55|2026-06-19T07:22:55|00:00:00|0|00:48:22|2902|1|1|1M|1|1|billing=1,cpu=1,mem=1M,node=1||00:16:00|16|0|node3|0:0
403|403|sim_75|ivan|debug|COMPLETED|normal|1|None|SchedMain,StartReceived|2026-06-19T06:34:33|2026-06-19T06:34:33|2026-06-19T09:27:06|2026-06-19T09:27:07|00:00:01|1|02:52:33|41412|4|4|4M|4|4|billing=4,cpu=4,mem=4M,node=4||00:01:00|1|4|node[1-4]|0:0
404|404|sim_76|ivan|debug|COMPLETED|normal|1|None|SchedBackfill,StartReceived|2026-06-19T06:34:33|2026-06-19T06:34:33|2026-06-19T07:55:55|2026-06-19T07:55:55|00:00:00|0|01:21:22|14646|3|3|3M|3|3|billing=3,cpu=3,mem=3M,node=3||00:01:00|1|0|node[1-3]|0:0
405|405|sim_77|ivan|debug|COMPLETED|normal|1|None|SchedBackfill,StartReceived|2026-06-19T06:34:33|2026-06-19T06:34:33|2026-06-19T07:56:25|2026-06-19T07:56:25|00:00:00|0|01:21:52|14736|3|3|3M|3|3|billing=3,cpu=3,mem=3M,node=3||00:01:00|1|0|node[1-3]|0:0
406|406|sim_78|ivan|debug|COMPLETED|normal|1|None|SchedMain,StartReceived|2026-06-19T06:34:33|2026-06-19T06:34:33|2026-06-19T09:27:09|2026-06-19T09:30:36|00:03:27|207|02:52:36|31068|3|3|3M|3|3|billing=3,cpu=3,mem=3M,node=3||01:00:00|60|621|node[1-3]|0:0
407|407|sim_79|ivan|debug|COMPLETED|normal|1|None|SchedMain,StartReceived|2026-06-19T06:34:33|2026-06-19T06:34:33|2026-06-19T09:30:36|2026-06-19T09:36:00|00:05:24|324|02:56:03|42252|4|4|4M|4|4|billing=4,cpu=4,mem=4M,node=4||00:58:00|58|1296|node[1-4]|0:0
408|408|sim_80|ivan|debug|COMPLETED|normal|1|None|SchedMain,StartReceived|2026-06-19T06:34:33|2026-06-19T06:34:33|2026-06-19T09:36:00|2026-06-19T09:38:02|00:02:02|122|03:01:27|43548|4|4|4M|4|4|billing=4,cpu=4,mem=4M,node=4||00:17:00|17|488|node[1-4]|0:0
409|409|sim_81|ivan|debug|COMPLETED|normal|1|None|SchedBackfill,StartReceived|2026-06-19T06:34:33|2026-06-19T06:34:33|2026-06-19T08:09:25|2026-06-19T08:17:54|00:08:29|509|01:34:52|17076|3|3|3M|3|3|billing=3,cpu=3,mem=3M,node=3||00:09:00|9|1527|node[1,3-4]|0:0
410|410|sim_82|ivan|debug|COMPLETED|normal|1|None|SchedBackfill,StartReceived|2026-06-19T06:34:33|2026-06-19T06:34:33|2026-06-19T07:56:55|2026-06-19T07:57:49|00:00:54|54|01:22:22|14826|3|3|3M|3|3|billing=3,cpu=3,mem=3M,node=3||00:02:00|2|162|node[1-3]|0:0
411|411|sim_83|ivan|debug|COMPLETED|normal|1|None|SchedMain,StartReceived|2026-06-19T06:34:33|2026-06-19T06:34:33|2026-06-19T09:38:02|2026-06-19T09:40:56|00:02:54|174|03:03:29|33027|3|3|3M|3|3|billing=3,cpu=3,mem=3M,node=3||01:00:00|60|522|node[1-3]|0:0
